学校名称,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置,官网,经度,纬度
北京十五中学,普通,公办,中学,北京市西城区菜市口大街,010-63521515,北京市,北京市,西城区,,116.374613,39.877295
西南交大附属中学,普通,公办,中学,成都市金牛区交大路174号,（028）87601806,四川省,成都市,,,104.046757,30.698521
东方曹杨外国语高级中学,普通,公办,中学,上海市普陀区香樟路429号,021-52924050,上海市,上海市,普陀区,,121.358089,31.238674
上海曹杨第二中学,普通,公办,中学,上海市梅川路160号,021-62548322,上海市,上海市,普陀区,,121.401082,31.240477
控江中学,普通,公办,中学,上海市杨浦区双阳路388号,021-65434038,上海市,上海市,杨浦区,,121.532759,31.279134
复旦中学,普通,公办,中学,上海市华山路1626号,021-62800437,上海市,上海市,徐汇区,,121.434303,31.203273
上海青浦东方中学,普通,公办,中学,上海市青浦县青浦镇浦仓路南端,021-9729654,上海市,上海市,青浦区,,121.12216,31.143573
进才中学,普通,公办,中学,上海市浦东区杨高中路2788号,021-68541158,上海市,上海市,浦东新区,,121.545229,31.229503
杨浦凤城高级中学,普通,公办,中学,凤城路50号,021-65012548,上海市,上海市,杨浦区,,121.500408,31.277089
朱家角中学,普通,公办,中学,上海市青浦区朱家角镇西井街147号,021-59242492,上海市,上海市,青浦区,,121.043441,31.103666
宜川中学,普通,公办,中学,普陀区华阴路101号（近骊山路）,021-56092006,上海市,上海市,普陀区,,121.445156,31.261333
上海市六十中学,普通,公办,中学,上海市青云路323号,（021）56638952,上海市,,,,121.47199,31.26396
同济中学,普通,公办,中学,上海市杨浦区政立路25号,021-65482980 65482997,上海市,上海市,杨浦区,,121.500158,31.278464
中原中学,普通,公办,中学,上海市杨浦区开鲁六村50号,021-65233663,上海市,上海市,杨浦区,,121.531064,31.327534
上海市东湖中学,普通,公办,中学,上海市青浦区朱家角镇漕平支路121弄8号,021-59242048,上海市,上海市,青浦区,,121.049172,31.106678
上海市真如中学,普通,公办,中学,上海市普陀区铜川路1189号,021-62655984,上海市,上海市,普陀区,,121.398648,31.250083
上海市中国中学,普通,公办,中学,上海市徐汇区永嘉路388号,021-64720842,上海市,上海市,徐汇区,www.chinahighscho...,121.426557,31.157329
少云中学,普通,公办,中学,杨浦区黄兴路1980号（近国顺路）,021-55056328,上海市,上海市,杨浦区,,121.519518,31.293908
上海澄衷高级中学,普通,公办,中学,上海市虹口区东余航路800号,021-65414252,上海市,上海市,虹口区,,121.466846,31.288383
鲁迅中学,普通,公办,中学,上海市虹口区广中路132号,56904696 56901325,上海市,上海市,虹口区,,121.477448,31.275368
上海松江张泽学校,普通,公办,中学,上海市松江县张泽镇,021-57881085,上海市,上海市,松江区,,121.280117,30.928112
同大实验学校,普通,公办,中学,武东路295号,021-55397264,上海市,上海市,杨浦区,,121.492211,31.303376
上南中学,普通,公办,中学,上海市浦东区昌里路85号,021-58453966 68709239,上海市,上海市,浦东新区,,121.529075,31.184119
洪庙中学,普通,公办,中学,上海市浦东区浦东路2号,021-57131827,上海市,上海市,浦东新区,,121.683926,30.925616
上海民办新江湾高级中学,普通,公办,中学,上海市虹口区水电路1588号,021-65170010,上海市,上海市,虹口区,,121.475903,31.301661
田园高级中学,普通,公办,中学,上海市闵行区田园路455号,021-54435818 54438528,上海市,上海市,闵行区,,121.401211,31.09102
上海古美中学,普通,公办,中学,闵行区顾戴路35弄58号,021-64801567,上海市,上海市,闵行区,,121.383968,31.149623
上海市民办华锐中学,普通,公办,中学,上海市徐汇区临江路28号,54482383,上海市,上海市,徐汇区,,121.473701,31.230416
坦直中学,普通,公办,中学,上海市浦东区坦直路,,上海市,上海市,浦东新区,,121.64436,31.072225
上海常青高级中学,普通,公办,中学,历城路86号,021-58743553,上海市,,,,121.491265,31.177559
武汉市十一学校,普通,公办,中学,武汉市营房北村40号,027- 83642830,湖北省,武汉市,,,114.2729,30.56645
温州第二十一中学,普通,私立,中学,温州市纺织路1号,,浙江省,温州市,,,120.66944,27.988785
温州市第十一中学,普通,私立,中学,温州市新桥头兴海路81号,,浙江省,温州市,,,120.632876,28.006726
苏州立达中学,普通,公办,中学,,,江苏省,苏州市,,http://www.suzhoulida.com,120.609466,31.269497
洛阳一高,普通,公办,中学,洛阳市新区关林路学府街口南,,河南省,洛阳市,,,112.433609,34.596942
师大文博附中,普通,公办,中学,福州市鼓楼区洪山镇梁厝路171号,0591-83738217,福建省,福州市,鼓楼区,,119.261986,26.089106
福建师范大学附中,普通,公办,中学,福建省福州市仓山区对湖路15号,0591-83445548,福建省,福州市,,,119.37986,25.704958
合肥市第二十六中学,普通,公办,中学,亳州路280号,0551-5526669,安徽省,合肥市,瑶海区,,117.262219,31.880414
临潼中学,普通,公办,中学,上海市虹口区公平路95号,65410074,上海市,上海市,虹口区,,121.436699,31.13776
天津河北区第二十四中学,普通,公办,中学,河北区建国道民权路1号,022- 24460309,天津市,天津市,河北区,,117.202469,39.138751
利津县刁口乡中学,普通,公办,中学,山东省东营市刁口乡政府驻地,0546-5188178,山东省,东营市,利津县,,118.588246,37.988226
沈阳市法库县柏家沟镇初级中学,普通,公办,中学,沈阳市法库县柏家沟镇柏家沟村,024-87048032,辽宁省,沈阳市,,,123.61626,42.557166
怀柔区喇叭沟门满族中学,普通,公办,中学,北京市怀柔区喇叭沟门满族乡喇叭沟门村西,010-60623515,北京市,北京市,怀柔区,,116.617708,40.899927
广州市第三十五中学,普通,公办,中学,广东省广州市荔湾区上九路33号,020-81389091,广东省,广州市,荔湾区,,113.330202,23.134533
上海市凉城第二中学,普通,公办,中学,凉城路589弄35号,021-65255420,上海市,上海市,虹口区,,121.110796,31.142639
嘉兴市新丰中学,普通,私立,中学,浙江省嘉兴市新丰镇禾丰中路育前街10号,,浙江省,嘉兴市,,,120.931121,30.71178
梨庄中学,普通,公办,中学,江苏省无锡市北塘区锡澄路250号,0510-83103130,江苏省,无锡市,北塘区,,120.300677,31.596963
长沙市浏阳市柏加中学,普通,公办,中学,湖南省浏阳市柏加镇双源村青丰组,0731-3120077,湖南省,长沙市,浏阳市,,113.231518,28.037123
武钢第三子弟中学,普通,公办,中学,武汉市青山区红钢城16街特1号,027-86341335,湖北省,武汉市,青山区,,114.436884,30.618866
平度市艺术中学,普通,公办,中学,平度市青岛东路16号,0532-83853521,山东省,青岛市,平度市,,119.988454,36.776875
祝桥高级中学,普通,公办,中学,上海市浦东区川南奉公路5062号,58107183,上海市,上海市,浦东新区,,121.755842,31.114977
北京市十三中学分校,普通,公办,中学,北京市西城区西绦胡同59号,010-84019329,北京市,北京市,西城区,,116.386896,39.948381
延庆第三中学,普通,公办,中学,北京市延庆香苑街8号,010-69171269,北京市,北京市,延庆区,,115.989402,40.470768
静海县沿庄镇三禅房中心校,普通,公办,中学,静海县沿庄镇东禅房村北,022-68771739,天津市,天津市,静海区,,116.808542,38.817896
天津市宝坻区方家庄镇中西学校,普通,公办,中学,天津市宝坻区方家庄镇杜家庄村南,022- 22599534,天津市,天津市,宝坻区,,117.384709,39.710114
正定县韩家楼中学,普通,公办,中学,河北省石家庄市正定县,88282204,河北省,石家庄市,,,114.45178,38.256395
天津市宝坻区欢喜庄初级中学,普通,公办,中学,天津市宝坻区八门城镇欢喜庄村南,82521133,天津市,天津市,宝坻区,,117.540729,39.554795
上海六灶镇初级中学,普通,公办,中学,六灶镇鹿溪南路43号,021-58162965,上海市,上海市,青浦区,,121.698483,31.116219
长沙市望城县格塘乡山塘中学,普通,公办,中学,望城县格塘乡众兴村,0731-8340366,湖南省,长沙市,望城区,,112.694677,28.431868
哈尔滨市文化学校,普通,公办,中学,哈尔滨市香坊区和平而道街94号,0451 86212917,黑龙江,哈尔滨市,香坊区,,126.617921,45.775068
唐马中心学校,普通,私立,中学,济宁鱼台县湖凌3路,,山东省,济宁市,,,116.57186,35.01418
曲周县褚庄中学,普通,私立,中学,曲周县褚庄乡,0310-8895153,河北省,邯郸市,,,114.977398,36.761936
尤溪县后楼初中,普通,公办,中学,福建省三明市尤溪县洋中镇后楼村王坑坪1号,0598-6226063,福建省,三明市,尤溪县,,118.425635,26.291635
连云港师专附中,普通,公办,中学,海连东路24#,0518-5802290,江苏省,连云港市,连云区,,119.18758,34.60357
常州市武进区戴溪初级中学,普通,私立,中学,常州市武进区洛阳镇民丰村,,江苏省,常州市,,,120.055359,31.61144
上海南汇区东海学校,普通,公办,中学,东海镇图海路36号,021-68266560,上海市,上海市,浦东新区,,121.812529,31.090664
上海市江湾高级中学,普通,公办,中学,上海市虹口区水电路1588号,021-65170010,上海市,上海市,虹口区,,121.475903,31.301661
上海市建设中学,普通,公办,中学,上海市杨浦区杭州路734号,021-65430515,上海市,上海市,杨浦区,,121.45559,31.663176
沈阳市第一七七中学,普通,公办,中学,苏家屯区垅郊街道办事新兴屯村,024-89422482,辽宁省,沈阳市,苏家屯区,,123.2906,41.664131
沈阳市第一六○中学,普通,公办,中学,沈阳市铁西区沈辽东路56号,024-25610066,辽宁省,沈阳市,铁西区,,123.409216,41.828945
上海市航华第二中学,普通,公办,中学,航华地区航新路75号,021-64214337,上海市,上海市,闵行区,,121.349904,31.165819
洛阳时代外国语学校,普通,私立,中学,洛阳偃师岳滩开发区,,河南省,洛阳市,,,112.497388,34.688075
星子县白鹿一中,普通,公办,中学,江西省九江市星子县白鹿镇,,江西省,九江市,星子县,,116.025261,29.468609
首都医科大学附属中学,普通,公办,中学,北京市丰台区右安门外翠林小区二里二十二号,010-83401686,北京市,北京市,丰台区,,116.355894,39.866811
邯郸县尚北乡中学(第十八中学),普通,私立,中学,邯郸县邯临路,0310-8191711,河北省,邯郸市,,,114.593756,36.663299
潍坊第五中学,普通,私立,中学,山东省潍坊市向阳路226号,,山东省,潍坊市,,http://www.wfwz.cn,119.102838,36.72664
天津市滨海中学,普通,私立,中学,天津市经济技术开发区第三大街71号,022-66226985,辽宁省,沈阳市,和平区,,117.661825,39.036953
沈阳市第八十六中学,普通,公办,中学,辽宁省沈阳市沈河区太清宫街14号,024-24118102,辽宁省,沈阳市,沈河区,,123.431474,41.805698
江门三中,普通,公办,中学,广东省江门市江门新兴街25号,0750-3100941,广东省,江门市,,,113.08165,22.615051
大田县屏山初级中学,普通,公办,中学,福建省三明市大田县屏山乡兴屏路5号,7308256,福建省,三明市,大田县,,117.901343,25.59125
大连艺术学校,普通,公办,中学,大连市西岗区林茂街35号,0411-82493158　,辽宁省,大连市,西岗区,,121.784344,39.053938
北京市第二零四中学,普通,公办,中学,北京市西城区上斜街36号,010-63035863,北京市,北京市,西城区,,116.407526,39.90403
江门市三江镇八堡学校（中学部）,普通,公办,中学,新会区三江镇良德冲村,07506200211,广东省,江门市,新会区,,113.139114,22.448662
六团中学,普通,公办,中学,上海市浦东区六团镇川六公路1565号,58590015,上海市,上海市,浦东新区,,121.722452,31.153525
杭州丰潭中学,普通,公办,中学,杭州市古荡小区西侧,0571-28879123,浙江省,杭州市,,,120.1128,30.272596
东营区六户镇中学,普通,公办,中学,山东省东营市东营区六户镇,0546-8371328,山东省,东营市,东营区,,118.58392,37.372739
天津市静海县陈官屯中学,普通,公办,中学,天津市静海县陈官屯镇一街（南侧）,,天津市,,,,116.914608,38.812938
固堤街道泊子初级中学,普通,私立,中学,固堤街道泊子初级中学,,山东省,潍坊市,,,119.178687,36.853413
青云谱中学,普通,公办,中学,佛塔路16号,0791-5441219,江西省,南昌市,青云谱区,,115.920193,28.621409
邢台市郭守敬中学,普通,公办,中学,河北省邢台市,,河北省,邢台市,,,114.48236,37.055468
宜丰县新庄中学,普通,公办,中学,江西省宜春市宜丰县,,江西省,宜春市,宜丰县,,115.084529,28.454041
北京市门头沟区雁翅中学,普通,公办,中学,北京市门头沟区雁翅镇付家台村,010-61839774,北京市,北京市,门头沟区,,115.90129,40.03516
沈阳市法库县秀水河初中,普通,公办,中学,法库县秀水河镇,024-87071330,上海市,,,,123.079911,42.371939
南平市第六中学,普通,公办,中学,福建省南平市建东路42号,,福建省,南平市,,,117.488798,27.336173
普雄学校,普通,公办,中学,上海市普陀区顺义路4号,021-52352648,上海市,上海市,普陀区,,121.416047,31.229206
河东区第一0二中学,普通,公办,中学,天津市河东区向阳楼晨阳道,022-24556161,天津市,天津市,河西区,www.tj102zx.com,117.246304,39.13872
通州区潞河中学,普通,公办,中学,北京市通州区,,北京市,北京市,通州区,,116.652466,39.900065
分宜县洞村中学,普通,公办,中学,江西省新余市分宜县,,江西省,新余市,分宜县,,114.820985,28.013455
利津县北宋镇三中,普通,公办,中学,山东省东营市北宋镇南宋村,0546-5698208,山东省,东营市,利津县,,118.154031,37.438971
荣成市第十五中学,普通,私立,中学,荣成市大疃镇驻地,,山东省,威海市,荣成市,,122.308696,37.119258
龙旺庄中学,普通,公办,中学,北京市通州区潞邑西路100号,010-69543049,北京市,北京市,通州区,,116.691681,39.937954
文登市高村中学,普通,私立,中学,高村镇驻地,,山东省,威海市,文登市,,122.209928,37.083193
南昌市三江中学,普通,公办,中学,江西省南昌县三江中学,0791-5101365,江西省,南昌市,南昌县,,116.009463,28.288867
武汉市武昌天梨学校,普通,公办,中学,武汉市武昌区徐东五期公寓,027-50803259,湖北省,武汉市,武昌区,,114.34757,30.58923
李惠利中学,普通,公办,中学,上海市黄浦区肇周路420号,021-63112547 63281467,上海市,上海市,黄浦区,,121.481154,31.211813
盐城市学富初级中学,普通,公办,中学,,,江苏省,盐城市,,,119.865505,33.290499
无锡市洛社镇双庙初级中学,普通,公办,中学,江苏省无锡市洛社镇双庙街,0510-83321427,江苏省,无锡市,惠山区,,120.185194,31.642585
平和县文成中学,普通,私立,中学,福建省漳州市平和县小溪镇建设路251号,0596-5262553,福建省,漳州市,平和县,,117.314891,24.363437
景德镇莱茵学校,普通,民办,中学,江西省景德镇市浮梁县滨江东路,0798-8205655/8691900/8610985,江西省,景德镇市,浮梁县,,117.178419,29.268835
上海市新晖中学,普通,公办,中学,瑞金南路３８５号,021-63036922,上海市,上海市,黄浦区,,121.469917,31.196179
天津市河北区少年宫,普通,公办,中学,天津市河北区中山公园路11号,022- 26361116,天津市,天津市,河北区,,117.206911,39.157592
乳山市第五中学,普通,私立,中学,乳山市南黄镇驻地,,山东省,威海市,乳山市,,121.792158,36.976026
上海市奉贤区青少年业余体育学校（中学部）,普通,公办,中学,奉贤区南桥镇古华南路100号,021-67116787,上海市,上海市,奉贤区,,121.469108,30.903457
广州市第95中学,普通,公办,中学,石榴岗路南一街31号,020-34044866,广东省,广州市,,,113.331748,23.087631
湖北省十堰市第八中学,普通,公办,中学,张湾区宁夏路7号,0719-8541120,湖北省,十堰市,,,110.786458,32.654042
上海市民办东明中学,普通,私立,中学,上海市浦东区五星路24号,021-58918098,上海市,上海市,浦东新区,,121.529178,31.163971
天津市大港区树深联校,普通,公办,中学,天津市大港区小王庄镇东树深村,022-63129031,天津市,天津市,大港区,,117.185193,38.717882
常州市新北区实验中学,普通,私立,中学,江苏省常州市新北区晋陵北路58号,1887415157,江苏省,常州市,,,119.980194,31.811521
平远县黄畲中学,普通,公办,中学,广东省梅州市平远县,0753-8251886,广东省,梅州市,平远县,,115.898941,24.557427
上海淮海中学,普通,公办,中学,宛平南路149号,021-64687437 张邦杰,上海市,上海市,徐汇区,hhzx.xhedu.sh.cn/cms,121.458985,31.217543
上海市杨浦凤城高级中学,普通,公办,中学,上海市杨浦区凤城路50号,021-65012548,上海市,上海市,杨浦区,,121.500408,31.277089
长沙市长沙县跳马中学,普通,公办,中学,长沙县跳马乡复兴村,07316969180,湖南省,长沙市,长沙县,,113.08081,28.24615
淄博市高青县花沟镇初级中学,普通,公办,中学,山东省淄博市高青县花沟镇,0533-6785332,山东省,淄博市,高青县,,117.755428,37.136307
建宁县溪源中学,普通,公办,中学,福建省三明市建宁县溪源乡楚上街4号,,福建省,三明市,建宁县,,116.991599,27.009563
长沙市长沙县北山镇青竹学校,普通,公办,中学,北山镇青田村,0731-6773221,湖南省,长沙市,长沙县,,113.097079,28.467369
广州英国国际学校,普通,公办,中学,广东省广州市白云区同和路983-3号,020-87094788,广东省,广州市,,,113.264434,23.129162
黄梅县柳林乡中心学校,普通,公办,中学,湖北省黄梅县柳林乡柳林村,,湖北省,黄冈市,黄梅县,,115.96404,30.268101
承德县安匠乡中学,普通,公办,中学,河北省承德市承德县安匠乡,3060196,河北省,承德市,承德县,,117.718021,40.758398
从化市第七中学,普通,公办,中学,广东省广州市从化市街口镇镇北路,,广东省,广州市,从化区,,113.297499,23.121716
长沙市宁乡县南田坪乡停钟中学,普通,公办,中学,湖南省宁乡县南田坪乡横田村_停钟中学,0731-7073635,湖南省,长沙市,宁乡县,,112.553625,28.249986
沈阳新民市新农村学校,普通,公办,中学,新民市新农村乡新农村村,024-87600025,辽宁省,沈阳市,新民市,,122.959041,42.239202
北京市力迈学校,普通,公办,中学,北京市顺义区天竺开发区,010-80466234,北京市,北京市,顺义区,,116.416341,40.026163
长沙市长沙县江背镇朱桥学校,普通,公办,中学,长沙县江背镇朱桥社区,07316290087,湖南省,长沙市,长沙县,,113.356605,28.117314
天津市静海县杨成庄乡双窑村,普通,公办,中学,中旺镇大曲河村,022-68530571,天津市,天津市,静海区,,117.067555,38.917316
湖北省黄石市实验高级中学,普通,公办,中学,黄石港区天津路44号,0714-6266212,湖北省,黄石市,,,115.085893,30.215777
长沙市宁乡县道林镇善山岭中学,普通,公办,中学,湖南省宁乡县道林镇善山岭中学,0731－7150265,湖南省,长沙市,宁乡县,,112.720858,28.052542
上海安师高级中学,普通,公办,中学,安亭镇新源路1号,021-6957800 李少保,上海市,上海市,嘉定区,,121.500408,31.277089
中国农业大学烟台分校,普通,私立,中学,莱山区滨海中路2006号,,山东省,烟台市,莱山区,,121.521578,37.434418
南昌第十九中学,普通,公办,中学,江西省南昌市东湖区叠山路233号,0791-6814455,江西省,南昌市,东湖区,,115.896613,28.685672
顺义区北石槽中学,普通,公办,中学,北京市顺义区北石槽镇府前西街4号电话：010-60422123,010-60422123,北京市,北京市,顺义区,,116.530519,40.246248
苏州市第十五中学,普通,公办,中学,苏州市平江区南显子巷18号,0512-67271035,江苏省,苏州市,平江区,,120.585315,31.298886
尤溪县夏阳中学,普通,公办,中学,福建省三明市尤溪县新阳镇夏阳村西湖点6号,0598-6451267,福建省,三明市,尤溪县,,117.464573,26.41988
上海育群中学,普通,公办,中学,共和新路1000号,021-56629086,上海市,上海市,静安区,http://www.yqschool.edu.sh.cn,121.456606,31.262159
上海民办东方外国语学校,普通,公办,中学,恒丰路461号（恒丰路与共和路口）,021-63173827,上海市,上海市,静安区,,121.454979,31.24444
宜昌市夷陵区鸦鹊岭高级中学,普通,公办,中学,夷陵区鸦鹊岭镇汉宜路76号,0717-7741124,湖北省,宜昌市,夷陵区,,111.588079,30.640163
延庆区太平庄中学,普通,公办,中学,北京市延庆县康庄镇马营村东,010-69130574,北京市,北京市,延庆区,,115.889384,40.416166
安徽省物资学校,普通,公办,中学,合肥市曹郢路15号,0551-2156711,安徽省,合肥市,包河区,,117.261935,31.837577
深圳市南山弘基学校,普通,民办,中学,深圳市南山区内环路114号,0755-26419269-204,广东省,深圳市,南山区,,113.909954,22.513585
高雄市立国昌国中,普通,公办,中学,高雄市楠梓區德民路1010號,886-07-364-4300地址：高雄市楠梓區德民路1010號,台湾省,,,,111.585587,21.940174
江西教育学院附属实验学校,普通,公办,中学,南昌市学院路265号,0791-8330707,江西省,南昌市,东湖区,,115.952838,28.67924
暨南大学附中,普通,公办,中学,广州市天河区中山大道西,020-85224120,广东省,广州市,天河区,,113.350416,23.134482
合肥东南数控专修学校,普通,公办,中学,合肥市望江西路198号,0551 - 3837299,安徽省,合肥市,蜀山区,,117.23306,31.829849
河南省泌阳县陈庄初级中学,普通,公办,中学,陈庄乡陈庄街东边,0396-7983325,河南省,,,,113.328257,32.733476
上海市百川中学,普通,公办,中学,中江路938号,021-52815795,上海市,上海市,普陀区,,121.473701,31.230416
青岛育文中学,普通,公办,中学,青岛市市北区洮南路103号,0532-83621236,山东省,青岛市,市北区,,120.297553,36.253104
深圳罗湖奥斯翰外语学校,普通,民办,中学,深圳市罗湖区布心路2040号,0755-25813956,广东省,深圳市,罗湖区,,114.24424,22.583603
深圳罗湖滨河中学高中部,普通,公办,中学,深圳市罗湖区金塘街6号,0755-22653729 0755-22279598,广东省,深圳市,罗湖区,,114.108335,22.536689
成都市锦江育才中学,普通,公办,中学,成都双桂路21号,028－84466786,四川省,成都市,锦江区,,104.137705,30.603166
深圳市龙岗区可中海怡翠学校中学部,普通,公办,中学,深圳市龙岗区布吉街道中海怡翠山庄内,0755-28531901,广东省,深圳市,龙岗区,,114.110817,22.625835
北京市北苑中学,普通,公办,中学,北京市朝阳区安外北苑,010-84921670,北京市,北京市,朝阳区,,116.430622,40.028052
安徽省铜陵市第七中学,普通,公办,中学,金山路七中,0562-3867657 唐传国,安徽省,铜陵市,,,117.788717,30.920466
温州市白鹿外国语高级中学,普通,私立,中学,温州市温金公路42号（温州木材集团旁）,,浙江省,温州市,,,120.618184,28.046842
青海省西宁市第十七中学,普通,公办,中学,柴达木路九十号,0971—5221236（办） 王践,青海省,西宁市,,,101.778228,36.617144
大同市第十七中学校,普通,私立,中学,大同市新胜西街85号（儿童公园北面）,,山西省,大同市,灵丘县,,113.285529,40.083298
平阳县闹村中学,普通,私立,中学,温州市平阳县闹村乡西村,,浙江省,温州市,平阳县,,120.306215,27.565873
光新中学,普通,公办,中学,上海市普陀区光新路242号,021-62141626 32060144 52241755,上海市,上海市,普陀区,,121.432897,31.254696
深圳市沪教院福田实验学校,普通,民办,中学,深圳市福田区新洲路忆新街2号,0755-83404133   0755-83419122,广东省,深圳市,福田区,,114.047228,22.529448
清新县职业技术学校,普通,公办,中学,广东省清远市清新县太和古洞风景区前电话：0763-5825250,0763-5825250/5817615 　,广东省,清远市,清新县,,112.995281,23.738108
关溪乡中学,普通,公办,中学,宜章县关溪乡斋公岭,0735-3937860,湖南省,郴州市,宜章县,,112.96858,25.109471
成都石室外国语实验学校,普通,民办,中学,四川省成都市武侯区武侯大道科技园旁,028-82918168,四川省,成都市,武侯区,,103.98149,30.696427
南昌县蒋巷中学,普通,公办,中学,江西省南昌县蒋巷街,0791-5861127,江西省,南昌市,南昌县,,115.964973,28.750952
浆水乡中学,普通,公办,中学,宜章县浆水乡水口村,15073566386,湖南省,郴州市,宜章县,,112.75795,25.273529
兰田中学,普通,公办,中学,上海市普陀区中山北路2605弄50号,021-62050898 62058878,上海市,上海市,普陀区,,121.420818,31.244569
奉贤县古华中学,普通,公办,中学,上海市奉贤县南桥镇曙光路158号,021-37100702,上海市,上海市,奉贤区,,121.466672,30.914086
创新中学,普通,私立,中学,江苏省.徐州市丰县华山镇,,江苏省,徐州市,,,116.582912,34.692085
隆化县大坝中学,普通,公办,中学,承德隆化县北部唐三营镇,0314-7335199,河北省,承德市,隆化县,,117.837335,41.679021
上海青浦辅读学校,普通,公办,中学,朱家角西井街77号,021-39240084,上海市,上海市,青浦区,,121.053596,31.112739
荣成市第二实验中学,普通,私立,中学,荣成市观海中路229号,,山东省,威海市,荣成市,,122.421245,37.150654
合肥市第五十八中学,普通,公办,中学,合巢路14号,0551-3361013,安徽省,合肥市,包河区,,117.342885,31.724766
陕西省艺术学校,普通,公办,中学,陕西省西安市临潼区秦陵南路53号,029 83816776,陕西省,西安市,临潼区,,108.95433,34.235198
荣成市第二十六中学,普通,公办,中学,荣成市青山西路28号,7571685,山东省,威海市,荣成市,,122.420016,37.165395
厦门华夏学院,普通,私立,中学,厦门市集美文教区邮编:361024,,福建省,厦门市,集美区,www.hxxy.edu.cn,118.083086,24.629879
栗源镇中学,普通,公办,中学,湖南省宜章县栗源镇中学,0735-3956216,湖南省,郴州市,宜章县,,112.957953,25.220719
北京市私立北方中学,普通,民办,中学,北京市朝阳区建国门外砖厂胡同甲33号,010-65676727,北京市,北京市,朝阳区,,116.503191,39.902908
光泽县崇仁中学,普通,公办,中学,福建省南平市光泽县,,福建省,南平市,光泽县,,117.345422,27.598713
南海区松岗镇高级中学,普通,公办,中学,广东省佛山市南海区松岗镇松岗大道78号&#8195;,0757-85226343,广东省,佛山市,南海区,,113.105646,23.142916
绍兴一中初中部,普通,公办,中学,胜利西路213号,,浙江省,绍兴市,越城区,,120.539063,30.064174
永嘉大若岩镇中学,普通,公办,中学,永嘉县大若岩镇玉泉村,0577-67127789,浙江省,温州市,永嘉县,,120.682144,28.150591
郑州二十五中,普通,公办,中学,中原区冉屯路1号,0371-3546215,河南省,郑州市,中原区,,113.625368,34.746599
兴国县职业技术学校,普通,公办,中学,江西省赣州市兴国县高兴镇&#8195;,0797-5201701,江西省,赣州市,兴国县,,115.303656,26.412756
乌鲁木齐市盲人学校,普通,公办,中学,乌鲁木齐市天山区二道湾路十三号,09918826670,新疆,乌鲁木齐市,天山区,,87.63238,43.78541
上海市樱花中学,普通,公办,中学,上海市徐汇区百花街400号,021-54181811 54182597,上海市,上海市,徐汇区,,121.412357,31.145624
沈阳市第一七二中学,普通,公办,中学,沈阳市铁西区艳欣街12巷6号,024-25906739,辽宁省,沈阳市,铁西区,,123.346307,41.774716
长沙市宁乡县双凫铺镇麦田初级中学,普通,公办,中学,宁乡县双凫铺镇回龙山村,0731-7430017,湖南省,长沙市,宁乡县,,112.323792,28.093656
北京仁德中学,普通,公办,中学,沙阳路18号,010-80725839,北京市,北京市,昌平区,,116.380202,39.947592
江夏区山坡中学,普通,公办,中学,武汉市江夏区山坡乡,02781342042,湖北省,武汉市,汉阳区,,114.357457,30.090182
湖北省潜江市高石碑镇第二初级中学,普通,公办,中学,潜江市高石碑镇中长路61号,027-86791403,湖北省,武汉市,,,114.310374,30.605418
佛山顺德区北滘中学,普通,私立,中学,广东省佛山市顺德北滘镇济虹路9号,,广东省,佛山市,顺德区,,113.211206,22.927456
山东省潍坊新华中学,普通,公办,中学,潍坊市奎文区民生东街80号,,山东省,潍坊市,,,118.534375,36.514752
东莞厚街专业技术学校,普通,私立,中学,东莞市厚街镇振华路66号,0769-85998378,广东省,东莞市,,,113.717359,22.939619
湖北省当阳市王店镇中学,普通,公办,中学,当阳市王店王黑路34号,0717-3460054,湖北省,宜昌市,当阳市,,111.67521,30.701061
上海市新陆职业技术学校(东沟校区),普通,公办,中学,上海市浦东区浦东北路1010号,021-50315490 50313351,上海市,上海市,浦东新区,,121.573247,31.28999
哈尔滨第一二九中学,普通,公办,中学,哈尔滨松浦镇,0451 88083989,黑龙江,哈尔滨市,松北区,,126.682295,45.737366
北京服装学院附属中学,普通,公办,中学,北京市朝阳区静安里甲30号,010-64673052,北京市,北京市,朝阳区,,116.36799,39.995467
贵阳市第三十九中学,普通,公办,中学,贵阳市富源南路（二戈寨地区）嘉陵巷36号,0851-8185111,贵州省,贵阳市,南明区,,106.73435,26.509258
天津市第二十九中学,普通,公办,中学,天津市南开区黄河道临汾路10号,022-27565894,天津市,天津市,南开区,,117.155399,39.139396
北京市汇才中学,普通,民办,中学,北京市东城区永外大街86号,010-87274393,北京市,北京市,西城区,,116.400864,39.867252
泰宁一中,普通,公办,中学,福建省三明市泰宁县杉城镇芦峰街7号,,福建省,三明市,泰宁县,,117.174082,26.89986
泰宁大田中学,普通,公办,中学,福建省三明市泰宁县大田乡文明街36号,,福建省,三明市,泰宁县,,117.004055,26.926758
北京世青国际学校,普通,民办,中学,北京市朝阳区花家地北里18号,010-64617787,北京市,北京市,朝阳区,,116.483601,39.979376
秀屿区土头中学,普通,公办,中学,福建省莆田市秀屿区埭头镇潘宅村溪顶　电话：0594-5292016,0594-5292016,福建省,莆田市,秀屿区,,119.264222,25.298372
重庆市商务学校,普通,公办,中学,重庆市大渡口区大堰一村,023-68876969,重庆市,,,,106.49593,29.493575
