学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,开设专业
玉溪比欧三语职业高中,云南,玉溪市,红塔区,职业高中,民办,云南玉溪市红塔区,--,--,--,,,--,--,--,,,,,,,,{}
易门县职业高级中学,云南,玉溪市,易门县,职业高中,公办,云南玉溪市易门县,--,0877-4970486,--,,,--,--,--,,,是,,,,,{}
新平县职业高级中学,云南,玉溪市,新平彝族傣族自治县,职业高中,公办,云南玉溪市新平彝族傣族自治县,--,0877-7023429,--,--,57,新平县教体局,玉溪市新平县桂山街道育新路28号,--,,,,,,,,{}
江川区职业中学,云南,玉溪市,江川区,职业高中,公办,云南玉溪市江川区,http://www.jczz.net.cn,0877-8331529,78436378@qq.com,1983,--,江川区教体局,江川区前卫镇台山村59号,--,,,,,,,,"{'农业类': ['农产品贮藏与加工'], '自动化类': ['电气设备运行与控制'], '电子信息类': ['电子电器应用与维修'], '计算机类': ['计算机网络技术', '计算机平面设计'], '财务会计类': ['会计事务'], '旅游类': ['旅游服务与管理'], '民族文化艺术类': ['民间传统工艺']}"
丽江市古城区职业高级中学,云南,丽江市,古城区,职业高中,公办,云南丽江市古城区,--,0888-5123251,--,1984,--,古城区教育体育局,丽江市古城区崇文路41号,--,,,,是,,,,"{'道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '邮政类': ['邮政快递运营'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理', '康养休闲旅游服务'], '餐饮类': ['中餐烹饪'], '民族文化艺术类': ['民族音乐与舞蹈', '民间传统工艺']}"
玉龙县职业高级中学,云南,丽江市,玉龙纳西族自治县,职业高中,公办,云南丽江市玉龙纳西族自治县,--,--,--,--,100,玉龙县教育体育局,玉龙县黄山镇五台社区南口路,--,,,,,,,,"{'道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理', '旅游服务与管理'], '餐饮类': ['中餐烹饪'], '艺术设计类': ['美发与形象设计'], '民族文化艺术类': ['民族音乐与舞蹈'], '广播影视类': ['影像与影视技术']}"
永胜县职业高级中学,云南,丽江市,永胜县,职业高中,公办,云南丽江市永胜县,https://www.ljyszg.com,0888-6521387,80019825@qq.com,,,--,--,--,,,,,,,,{}
华坪县职业高级中学,云南,丽江市,华坪县,职业高中,公办,云南丽江市华坪县,--,--,--,,,--,--,--,,,,,,,,{}
宁蒗县职业高级中学,云南,丽江市,宁蒗彝族自治县,职业高中,公办,云南丽江市宁蒗彝族自治县,--,0888-5521857,--,,,--,--,--,,,,,,,,{}
丽江市祥和中学,云南,丽江市,古城区,职业高中,民办,云南丽江市古城区,--,0888-5171611,--,,,--,--,--,,,,,,,,"{'安全类': ['应急救援技术'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '计算机类': ['计算机应用'], '电子商务类': ['直播电商服务'], '餐饮类': ['中餐烹饪'], '艺术设计类': ['美发与形象设计'], '表演艺术类': ['舞蹈表演'], '公共服务类': ['老年人服务与管理']}"
丽江市特殊教育学校,云南,丽江市,玉龙纳西族自治县,特殊教育,公办,云南丽江市玉龙纳西族自治县,--,0888-5188283,--,1999,--,丽江市教育体育局,丽江市玉龙县南口工业园区玉龙县职高院内,--,,,,,,,,{}
昆明市外国语学校,云南,昆明市,,职业高中,公办,云南昆明市,https://www.kmfls.com,0871-63311483,--,,,--,--,--,,,,,,,,{}
昆明市旅游职业中学,云南,昆明市,五华区,中等专业学校,公办,云南昆明市五华区,http://www.kmtvs.net,0871-64154599,--,1941,--,昆明市教育体育局,昆明市五华区瓦仓西路16号,--,,,是,是,,,,"{'航空运输类': ['航空服务'], '旅游类': ['导游服务', '高星级饭店运营与管理'], '餐饮类': ['中餐烹饪'], '艺术设计类': ['美发与形象设计', '首饰设计与制作'], '教育类': ['幼儿保育']}"
昆明城市经济学校,云南,昆明市,盘龙区,中等专业学校,公办,云南昆明市盘龙区,http://wwww.kmtvu.cn,0871-63363993,--,,,--,--,--,,,,,,,,{}
昆明市第九职业技术学校,云南,昆明市,盘龙区,职业高中,公办,云南昆明市盘龙区,https://www.kmjdzx.com,0871-65014147,--,,,--,--,--,,,,,,,,{}
昆明市艺术学校,云南,昆明市,盘龙区,职业高中,公办,云南昆明市盘龙区,http://www.kmsysxx.com,--,--,,,--,--,--,,,,,,,,{}
昆明市推拿职业学校,云南,昆明市,西山区,职业高中,公办,云南昆明市西山区,--,0871-65320102,--,,,--,--,--,,,,,,,,{}
昆明市第一职业中等专业学校,云南,昆明市,五华区,中等专业学校,公办,云南昆明市五华区,http://www.kmdyzz.com,0871-65176515,--,,,--,--,--,,,,,,,,{}
昆明市盘龙区培智学校,云南,昆明市,盘龙区,特殊教育,公办,云南昆明市盘龙区,--,0871-63614119,--,,,--,--,--,,,,,,,,{'餐饮类': ['中餐烹饪']}
昆明市官渡区万通汽车中等专业学校,云南,昆明市,官渡区,中等专业学校,民办,云南昆明市官渡区,--,--,--,2020,30,官渡区教育体育局,官渡区大板桥文博路1580号,--,,,,,,,,"{'道路运输类': ['汽车服务与营销', '新能源汽车运用与维修', '汽车车身修复'], '广播影视类': ['动漫与游戏制作']}"
昆明市官渡区职业高级中学,云南,昆明市,官渡区,职业高中,公办,云南昆明市官渡区,https://www.kmgdzz.com,0871-67207110,kmgdzz@foxmail.com,1983,265,官渡区教育体育局,昆明市东郊大石坝,--,是,是,,是,,,,"{'林业类': ['园林绿化'], '建筑设计类': ['建筑装饰技术'], '自动化类': ['工业机器人技术应用'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['物联网技术应用', '电子技术应用'], '计算机类': ['计算机应用', '数字媒体技术应用'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务'], '物流类': ['物流服务与管理']}"
云南新东方烹饪学校,云南,昆明市,西山区,中等专业学校,民办,云南昆明市西山区,http://www.ynxdfpr.com,0871-65812999,--,,,--,--,--,,,,,,,,{}
昆明市西山区职业高级中学,云南,昆明市,西山区,职业高中,公办,云南昆明市西山区,http://www.kmxszg.com,0871-68214549,--,,,--,--,--,,,是,是,,,,{}
昆明市东川区职业成人教育培训中心,云南,昆明市,东川区,职业高中,公办,云南昆明市东川区,--,--,--,,,--,--,--,,,是,,,,,{}
昆明医药职业技术学校,云南,昆明市,东川区,职业高中,民办,云南昆明市东川区,http://www.kmyyxx.cn,0871-68221520,296031348@qq.com,1999,--,昆明市东川区教育体育局,昆明市东川区乌龙镇乌龙街16号,--,,,,,,,,"{'药品与医疗器械类': ['生物制药工艺'], '康复治疗类': ['康复技术']}"
安宁市职业高级中学,云南,昆明市,安宁市,职业高中,公办,云南昆明市安宁市,--,0871-68687096,--,,,--,--,--,是,是,,,,,,{}
昆明市晋宁区安全管理学校,云南,昆明市,晋宁区,职业高中,民办,云南昆明市晋宁区,http://www.ynaqgl.com,--,--,,,--,--,--,,,,,,,,{}
宜良县职业高级中学,云南,昆明市,宜良县,职业高中,公办,云南昆明市宜良县,http://www.ynylzz.com,0871-67551818,--,,,--,--,--,,,,是,,,,"{'林业类': ['园林技术'], '自动化类': ['机电技术应用'], '汽车制造类': ['汽车制造与检测', '新能源汽车制造与检测'], '纺织服装类': ['服装设计与工艺'], '水上运输类': ['邮轮乘务'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理'], '艺术设计类': ['美发与形象设计']}"
昆明市台湘科技学校,云南,昆明市,宜良县,中等专业学校,民办,云南昆明市宜良县,http://www.txkjxx.com,0871-67678011,xuyanfei8@163.com,--,1500,宜良县教育体育局,宜良县南羊街道办哈喇村5号院,--,,,,,,,,"{'土建施工类': ['建筑工程施工'], '机械设计制造类': ['模具制造技术', '数控技术应用'], '药品与医疗器械类': ['医疗设备安装与维护'], '铁道运输类': ['铁道工程施工与维护'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务']}"
石林县民族职业高级中学,云南,昆明市,石林彝族自治县,中等专业学校,公办,云南昆明市石林彝族自治县,--,--,--,,,--,--,--,,,,是,,,,{}
禄劝彝族苗族自治县职业高级中学,云南,昆明市,禄劝彝族苗族自治县,职业高中,公办,云南昆明市禄劝彝族苗族自治县,--,0871-68912149,--,1983,2235,禄劝彝族苗族自治县教育体育局,禄劝县屏山镇旧县小龙潭,--,,,,,,,,"{'农业类': ['园艺技术'], '畜牧业类': ['畜禽生产技术'], '土建施工类': ['建筑工程施工'], '机械设计制造类': ['焊接技术应用'], '道路运输类': ['汽车运用与维修', '新能源汽车运用与维修'], '航空运输类': ['航空服务'], '电子信息类': ['电子技术应用', '物联网技术应用'], '计算机类': ['计算机应用'], '旅游类': ['高星级饭店运营与管理', '康养休闲旅游服务'], '餐饮类': ['中餐烹饪']}"
寻甸回族彝族自治县职业中学,云南,昆明市,寻甸回族彝族自治县,职业高中,公办,云南昆明市寻甸回族彝族自治县,--,--,--,,,--,--,--,,,,,,,,{}
嵩明县职业高级中学,云南,昆明市,嵩明县,职业高中,公办,云南昆明市嵩明县,--,0871-67910689,--,1983,100,嵩明县教育体育局,嵩阳镇盟台东路757号,--,,是,,是,,,,"{'道路运输类': ['汽车运用与维修', '新能源汽车运用与维修'], '计算机类': ['计算机应用', '计算机网络技术'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理'], '文化服务类': ['社会文化艺术']}"
大理市中等职业学校,云南,大理白族自治州,大理市,职业高中,公办,云南大理白族自治州大理市,--,0872-2206111,--,--,184,大理市教育体育局,大理市下关镇鹤庆路78号附2号,--,是,是,,,,,,"{'电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理'], '餐饮类': ['中餐烹饪'], '教育类': ['幼儿保育'], '语言类': ['旅游外语']}"
大理州科技管理中等职业技术学校,云南,大理白族自治州,大理市,职业高中,民办,云南大理白族自治州大理市,--,0872-2324046,--,,,--,--,--,,,,,,,,{}
漾濞彝族自治县职业高级中学,云南,大理白族自治州,漾濞彝族自治县,职业高中,公办,云南大理白族自治州漾濞彝族自治县,--,--,--,1986,20,漾濞县教育体育局,漾濞县苍山西镇苍山中路193号,--,,,,,,,,"{'机械设计制造类': ['焊接技术应用'], '电子商务类': ['电子商务'], '餐饮类': ['中餐烹饪'], '教育类': ['幼儿保育']}"
祥云县职业高级中学,云南,大理白族自治州,祥云县,职业高中,公办,云南大理白族自治州祥云县,--,--,--,,,--,--,--,,,是,是,,,,{}
宾川县职业高级中学,云南,大理白族自治州,宾川县,职业高中,公办,云南大理白族自治州宾川县,--,--,--,,,--,--,--,,,是,,,,,{}
弥渡县职业高级中学,云南,大理白族自治州,弥渡县,职业高中,公办,云南大理白族自治州弥渡县,--,--,--,,,--,--,--,,,是,是,,,,"{'农业类': ['休闲农业生产与经营', '农村电气技术', '农机设备应用与维修'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子电器应用与维修'], '计算机类': ['计算机网络技术', '计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理'], '餐饮类': ['中餐烹饪']}"
南涧县职业高级中学,云南,大理白族自治州,南涧彝族自治县,职业高中,公办,云南大理白族自治州南涧彝族自治县,--,0872-8522117,--,1964,55,南涧县教育体育局,大理州南涧县南涧镇安定社区营地村,--,,,,,,,,"{'农业类': ['作物生产技术'], '纺织服装类': ['服装制作与生产管理'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子电器应用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理']}"
巍山县职业高级中学,云南,大理白族自治州,巍山彝族回族自治县,职业高中,公办,云南大理白族自治州巍山彝族回族自治县,--,0872-6350865,--,,,--,--,--,,,,是,,,,"{'电力技术类': ['供用电技术'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '餐饮类': ['中餐烹饪']}"
永平县职业高级中学,云南,大理白族自治州,永平县,职业高中,公办,云南大理白族自治州永平县,--,0871-65110269,--,,,--,--,--,,,,,,,,{}
云龙县民族职业高级中学,云南,大理白族自治州,云龙县,职业高中,公办,云南大理白族自治州云龙县,--,0872-5521272,--,1983,28,云龙县教育体育局,云龙县诺邓镇环北路16号,--,,,,是,,,,"{'道路运输类': ['汽车运用与维修'], '电子信息类': ['电子电器应用与维修'], '计算机类': ['计算机应用'], '旅游类': ['旅游服务与管理']}"
洱源县职业高级中学,云南,大理白族自治州,洱源县,职业高中,公办,云南大理白族自治州洱源县,--,--,--,,,--,--,--,,,,是,,,,{}
剑川县职业高级中学,云南,大理白族自治州,剑川县,职业高中,公办,云南大理白族自治州剑川县,--,0872-4777341,--,1983,104,剑川县教育局,大理州剑川县金华镇金龙村,--,,,是,,,,,"{'土建施工类': ['建筑工程施工'], '电子信息类': ['电子电器应用与维修'], '计算机类': ['计算机应用'], '旅游类': ['高星级饭店运营与管理'], '艺术设计类': ['工艺美术']}"
鹤庆县职业高级中学,云南,大理白族自治州,鹤庆县,职业高中,公办,云南大理白族自治州鹤庆县,--,0872-4122076,--,1983,100,--,鹤庆县云鹤镇新生邑,--,,,,是,,,,"{'机电设备类': ['智能设备运行与维护'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理'], '餐饮类': ['中餐烹饪']}"
大理州特殊教育学校,云南,大理白族自治州,大理市,特殊教育,公办,云南大理白族自治州大理市,--,0872-2140230,--,,,--,--,--,,,,,,,,{}
大理州体育中学,云南,大理白族自治州,大理市,职业高中,公办,云南大理白族自治州大理市,--,--,--,1985,24,--,大理市下关龙溪路,--,,,,,,,,{'体育类': ['运动训练']}
大理农林职业技术学院,云南,大理白族自治州,大理市,中等专业学校,公办,云南大理白族自治州大理市,http://www.dlafc.com/,--,--,1956,214,--,大理州大理古城214国道西门村委会南50米,--,,,,,,,,"{'林业类': ['园林技术'], '畜牧业类': ['畜禽生产技术'], '食品类': ['食品加工工艺']}"
昆明卫生职业学院,云南,昆明市,晋宁区,中等专业学校,民办,云南昆明市晋宁区,http://www.kmhpc.net,0871-67882123,1632423280@qq.com,1983,852,云南省教育厅,昆明市晋宁区昆阳街道东凤路2005号,--,,,,,,,,"{'护理类': ['护理'], '药学类': ['药剂'], '中医药类': ['中医'], '医学技术类': ['医学影像技术', '医学检验技术', '口腔修复工艺']}"
昆明艺术职业学院,云南,昆明市,官渡区,中等专业学校,民办,云南昆明市官渡区,https://www.kmac.org.cn/,0871-67328966,--,,,--,--,--,,,,,,,,"{'航空运输类': ['航空服务'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['艺术设计与制作', '绘画'], '表演艺术类': ['音乐表演', '舞蹈表演'], '民族文化艺术类': ['民族音乐与舞蹈'], '广播影视类': ['播音与主持', '动漫与游戏制作'], '体育类': ['运动训练'], '文秘类': ['文秘']}"
云南城市建设职业学院,云南,昆明市,富民县,中等专业学校,民办,云南昆明市富民县,http://www.yncjxy.com,0871-67985516,yncjzsb@163.com,,,--,--,--,,,是,,,,,"{'建筑设计类': ['建筑装饰技术'], '土建施工类': ['建筑工程施工'], '建设工程管理类': ['建筑工程造价'], '水利工程与管理类': ['水利水电工程施工'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机网络技术'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '餐饮类': ['中餐烹饪']}"
云南林业职业技术学院,云南,昆明市,盘龙区,中等专业学校,公办,云南昆明市盘龙区,http://www.ynftc.cn,0871-65015527,--,1955,729,云南省教育厅,昆明市穿金路（金殿）1号,--,,,是,,,,,"{'林业类': ['林业生产技术', '园林技术'], '土建施工类': ['建筑工程施工'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机网络技术'], '财务会计类': ['会计事务']}"
云南省民族中等专业学校,云南,昆明市,西山区,中等专业学校,公办,云南昆明市西山区,http://www.ynmzzz.net,0871-65389187,--,,,--,--,--,,是,,,,,,{}
云南商务职业学院,云南,昆明市,嵩明县,中等专业学校,民办,云南昆明市嵩明县,https://www.ynbvc.com,0871-67977196,--,2010,341,云南省教育厅,云南省昆明市嵩明县杨林职教园区文苑路4号附1号,--,,,,,,,,"{'土建施工类': ['建筑工程施工'], '建设工程管理类': ['建筑工程造价'], '水利工程与管理类': ['水利水电工程施工'], '铁道运输类': ['铁道运输服务'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['数字媒体技术应用', '计算机平面设计', '计算机应用'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销']}"
云南特殊教育职业学院,云南,昆明市,呈贡区,特殊教育,公办,云南昆明市呈贡区,http://www.yntjzy.cn,0871-68223279,236357404@qq.com,2017,151,云南教育厅,昆明市呈贡大学城吴家营街道万峰街1606号,--,,,,,,,,"{'计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '餐饮类': ['西餐烹饪'], '艺术设计类': ['工艺美术', '艺术设计与制作'], '民族文化艺术类': ['民族工艺品设计与制作']}"
云南外事外语职业学院,云南,昆明市,嵩明县,中等专业学校,民办,云南昆明市嵩明县,http://www.fafl.cn,0871-67985966,--,2009,394,--,昆明市嵩明县杨林职教园区,--,是,,,,,,,"{'建筑设计类': ['建筑装饰技术'], '建设工程管理类': ['建筑工程造价'], '房地产类': ['房地产营销'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机平面设计', '计算机网络技术'], '护理类': ['护理'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '旅游类': ['旅游服务与管理'], '餐饮类': ['中餐烹饪']}"
西双版纳职业技术学院,云南,西双版纳傣族自治州,景洪市,,公办,云南西双版纳傣族自治州景洪市,http://www.xsbnzy.cn,0691-2122932,--,1936,158,--,云南省西双版纳州景洪市宣慰大道 93 号,--,,,是,,,,,"{'道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '民族文化艺术类': ['民族音乐与舞蹈']}"
景洪市职业高级中学,云南,西双版纳傣族自治州,景洪市,职业高中,公办,云南西双版纳傣族自治州景洪市,http://www.bnjhzz.cn,--,--,1974,150,景洪市教育体育局,景洪市嘎洒机场老路1号,--,,是,是,,,,,"{'纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机网络技术', '计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理'], '餐饮类': ['中餐烹饪'], '民族文化艺术类': ['民族音乐与舞蹈'], '教育类': ['幼儿保育'], '语言类': ['商务泰语']}"
勐腊县职业高级中学,云南,西双版纳傣族自治州,勐腊县,中等专业学校,公办,云南西双版纳傣族自治州勐腊县,--,0691-8122081,--,1986,160,--,勐腊县曼它拉路574号,--,,,,,,,,"{'农业类': ['作物生产技术', '园艺技术'], '道路运输类': ['汽车运用与维修'], '经济贸易类': ['国际商务'], '电子商务类': ['电子商务'], '物流类': ['物流服务与管理'], '旅游类': ['旅游服务与管理'], '民族文化艺术类': ['民间传统工艺', '民族音乐与舞蹈'], '语言类': ['旅游外语'], '体育类': ['运动训练'], '公共服务类': ['现代家政服务与管理']}"
勐海县职业高级中学,云南,西双版纳傣族自治州,勐海县,职业高中,公办,云南西双版纳傣族自治州勐海县,--,0691-5138809,--,1984,36,勐海县教育体育局,勐海县双拥路53号,--,,,是,,,,,"{'农业类': ['茶叶生产与加工'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理'], '民族文化艺术类': ['民族音乐与舞蹈'], '文秘类': ['文秘']}"
云南三鑫职业技术学院,云南,文山壮族苗族自治州,文山市,中等专业学校,民办,云南文山壮族苗族自治州文山市,http://www.ynsxzy.com,0876-2828516,--,2009,1000,云南省教育厅,云南文山州职教园区（三角塘）,--,,,,是,,,,"{'电力技术类': ['供用电技术'], '土建施工类': ['建筑工程施工'], '建设工程管理类': ['建筑工程造价'], '道路运输类': ['汽车运用与维修'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机平面设计'], '财务会计类': ['会计事务']}"
云南文化艺术职业学院,云南,昆明市,西山区,中等专业学校,公办,云南昆明市西山区,https://www.ynarts.cn,0871-65167771,--,1956,150,云南教育厅,云南省昆明市西山区碧鸡街道办事处龙门社区苏家村17号,--,,,,,,,,"{'表演艺术类': ['杂技与魔术表演', '舞蹈表演', '音乐表演', '戏曲表演']}"
昆明市盘龙职业高级中学,云南,昆明市,盘龙区,职业高中,公办,云南昆明市盘龙区,http://www.plzz.cn,0871-65163513,--,,,--,--,--,,,,是,,,,{}
宁夏民族职业技术学院,宁夏,吴忠市,利通区,中等专业学校,公办,宁夏吴忠市利通区,http://www.nxmzy.com.cn/,0953-2122789,--,,,--,--,--,,,,,,,,{}
宁夏葡萄酒与防沙治沙职业技术学院,宁夏,银川市,永宁县,中等专业学校,公办,宁夏银川市永宁县,http://www.nxfszs.cn/,--,--,1985,2000,--,银川市三沙源国际生态旅游区南侧,--,,,,,,,,{}
宁夏艺术职业学院,宁夏,银川市,西夏区,中等专业学校,公办,宁夏银川市西夏区,http://www.nxyszyxy.com/,0951-2035292,caifuccc7@163.com,,,--,--,--,,,,,,,,{}
宁夏体育职业学院,宁夏,银川市,西夏区,中等专业学校,公办,宁夏银川市西夏区,https://www.nxtzy.com.cn/,0951-3068899,--,2017,450,自治区体育局,西夏区学院东路360号,--,,,,,,,,{'体育类': ['运动训练']}
银川忠信职业高级中学,宁夏,银川市,兴庆区,职业高中,民办,宁夏银川市兴庆区,http://www.yczxgz.cn,0951-4115566,3390015025@qq.com,,,--,--,--,,,,,,,,{}
银川通联职业高级中学,宁夏,银川市,金凤区,职业高中,民办,宁夏银川市金凤区,http://yctlzg.nxygsq.com,0951-8610333,--,--,--,银川市教育局,银川市金凤区宁安南街312号,--,,,,,,,,"{'计算机类': ['计算机应用'], '艺术设计类': ['绘画'], '表演艺术类': ['音乐表演'], '广播影视类': ['播音与主持'], '教育类': ['幼儿保育'], '语言类': ['商务英语'], '体育类': ['运动训练']}"
银川尚艺艺术职业高中,宁夏,银川市,西夏区,职业高中,民办,宁夏银川市西夏区,--,--,--,,,--,--,--,,,,,,,,{}
黑龙江艺术职业学院,黑龙江,哈尔滨市,南岗区,中等专业学校,公办,黑龙江哈尔滨市南岗区,http://www.hljyzy.org.cn,0451-86336958,--,1959,--,黑龙江省文化和旅游厅,哈尔滨市南岗区和兴路149号,--,,,,,,,,{}
大庆市精英文武学校,黑龙江,大庆市,萨尔图区,中等专业学校,民办,黑龙江大庆市萨尔图区,http://www.dqwushu.com,0459-4604555,dqjywwxx2008@163.com,,,--,--,--,,,,,,,,{}
黑龙江职业学院,黑龙江,哈尔滨市,南岗区,中等专业学校,公办,黑龙江哈尔滨市南岗区,--,0451-53180123,--,1948,1379,黑龙江省教育厅,哈尔滨市南岗区学府路5号（第一校区），哈尔滨市双城区迎宾路162号（第二校区）,--,,,,,,,,{}
齐齐哈尔市工商管理职业学校,黑龙江,齐齐哈尔市,铁锋区,中等专业学校,民办,黑龙江齐齐哈尔市铁锋区,--,--,--,--,--,齐齐哈尔市教育局,齐市铁锋区通南街48-1号,--,,,,,,,,"{'艺术设计类': ['艺术设计与制作'], '广播影视类': ['播音与主持'], '公共服务类': ['老年人服务与管理']}"
伊春职业学院,黑龙江,伊春市,伊美区,中等专业学校,公办,黑龙江伊春市伊美区,http://www.ycvc.com.cn,0458-3769070,hljycvc@126.com,1999,540,--,伊春市伊美区花园路4号,--,,,,,,,,"{'自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务']}"
邯郸市第二职业中学,河北,邯郸市,丛台区,中等专业学校,公办,河北邯郸市丛台区,http://www.hderzhi.cn/,0310-3113851,erzhibgs@126.com,1959,25,--,河北省邯郸市丛台区开元路与明怡街交叉口西南角,--,,,,,,,,"{'电子信息类': ['物联网技术应用'], '计算机类': ['计算机应用', '计算机网络技术', '计算机平面设计'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务']}"
邯郸市第六职业中学,河北,邯郸市,丛台区,中等专业学校,公办,河北邯郸市丛台区,http://www.hd6z.com/wzsy/index.shtml,0310-7872106,--,1965,24,--,邯郸市人民路医化巷1号,--,,,,是,,,,{}
邯郸市特殊教育中心学校,河北,邯郸市,丛台区,特殊教育,,河北邯郸市丛台区,--,0310-5601656,--,,,--,--,--,,,,,,,,{}
邯郸科技职业学院,河北,邯郸市,邯郸冀南新区,中等专业学校,公办,河北邯郸市邯郸冀南新区,http://www.hdkz.edu.cn/,0310-8571656,hdkzdzb@163.com,2020,850,--,河北省邯郸市冀南新区滏阳大道1号,--,,,,,,,,{}
峰峰矿区职教中心,河北,邯郸市,峰峰矿区,中等专业学校,公办,河北邯郸市峰峰矿区,--,0310-5113069,--,,,--,--,--,,,,是,,,,{}
磁县职教中心,河北,邯郸市,磁县,中等专业学校,,河北邯郸市磁县,--,0310-2329580,--,1989,150,--,邯郸市磁县磁州镇磁州路17号,--,是,是,,,,,,"{'农业类': ['作物生产技术'], '土建施工类': ['建筑工程施工'], '机械设计制造类': ['机械制造技术', '数控技术应用'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '计算机类': ['计算机应用'], '公共卫生与卫生管理类': ['卫生信息管理'], '财务会计类': ['会计事务'], '旅游类': ['高星级饭店运营与管理'], '教育类': ['幼儿保育']}"
涉县职教中心,河北,邯郸市,涉县,职业高中,,河北邯郸市涉县,--,0310-3862715,--,1983,200,--,邯郸市涉县店镇沿头村,--,是,是,,,,,,"{'农业类': ['园艺技术'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '教育类': ['幼儿保育']}"
武安市职教中心,河北,邯郸市,武安市,职业高中,公办,河北邯郸市武安市,--,0301-5568073,--,1992,396,武安市教育体育局,邯郸市武安市武安镇职教路1号,--,是,是,,,,,,"{'农业类': ['作物生产技术'], '林业类': ['园林技术'], '畜牧业类': ['畜禽生产技术'], '土建施工类': ['建筑工程施工'], '机械设计制造类': ['机械制造技术'], '机电设备类': ['智能设备运行与维护'], '自动化类': ['电气设备运行与控制', '机电技术应用', '工业机器人技术应用'], '铁道运输类': ['铁道运输服务'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用', '数字媒体技术应用']}"
大名县职教中心,河北,邯郸市,大名县,中等专业学校,,河北邯郸市大名县,--,--,--,1993,180,--,河北省邯郸市大名县从峰线,--,,,,,,,,{}
曲周县职教中心,河北,邯郸市,曲周县,职业高中,,河北邯郸市曲周县,http://www.qzxzjzx.com/,0310-8839620,--,1983,230,--,邯郸市曲周县胜利路476号,--,,是,,,,,,"{'农业类': ['作物生产技术', '农机设备应用与维修'], '机械设计制造类': ['数控技术应用'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['数字影像技术'], '广播影视类': ['影像与影视技术'], '教育类': ['幼儿保育']}"
