查询,命中,国家,省份,城市,地区,区域编码,城市编码,经度,纬度,匹配级别,已查
山东省诸城繁华中学,山东省潍坊市诸城市繁华中学,中国,山东省,潍坊市,诸城市,370782,536,119.428543,35.991024,兴趣点,1
泰安市东平高级中学,山东省泰安市东平县东平高级中学,中国,山东省,泰安市,东平县,370923,538,116.473645,35.93626,兴趣点,1
泰安英雄山中学,山东省泰安市岱岳区英雄山中学,中国,山东省,泰安市,岱岳区,370911,538,117.043586,36.168096,兴趣点,1
滕州一中,山东省枣庄市滕州市滕州一中,中国,山东省,枣庄市,滕州市,370481,632,117.187476,35.100017,兴趣点,1
威海市第一中学,山东省威海市环翠区威海市第一中学,中国,山东省,威海市,环翠区,371002,631,122.09604,37.51654,兴趣点,1
榆次一中,山西省晋中市榆次区榆次一中,中国,山西省,晋中市,榆次区,140702,354,112.718009,37.717817,兴趣点,1
汉中市龙岗学校,陕西省汉中市南郑区龙岗学校,中国,陕西省,汉中市,南郑区,610703,916,107.031826,33.033565,兴趣点,1
三台中学实验学校,四川省绵阳市三台县三台中学实验学校,中国,四川省,绵阳市,三台县,510722,816,105.092213,31.110052,兴趣点,1
宝坻区第四中学,天津市宝坻区宝坻区第四中学,中国,天津市,天津市,宝坻区,120115,22,117.276729,39.729099,兴趣点,1
拉萨江苏实验中学,西藏自治区拉萨市城关区江苏实验中学,中国,西藏自治区,拉萨市,城关区,540102,891,91.223509,29.647162,兴趣点,1
拉萨市四高,西藏自治区拉萨市堆龙德庆区拉萨市四高,中国,西藏自治区,拉萨市,堆龙德庆区,540100,891,90.98447,29.659719,市,1
昆明市第十中学,云南省昆明市盘龙区昆明市第十中学,中国,云南省,昆明市,盘龙区,530103,871,102.725883,25.039819,兴趣点,1
云南省楚雄第一中学,云南省楚雄彝族自治州楚雄市楚雄第一中学,中国,云南省,楚雄彝族自治州,楚雄市,532301,878,101.546192,25.029773,兴趣点,1
宁波市鄞州中学,浙江省宁波市鄞州区鄞州中学,中国,浙江省,宁波市,鄞州区,330212,574,121.586078,29.801102,兴趣点,1
衢州市实验学校,浙江省衢州市柯城区衢州市实验学校,中国,浙江省,衢州市,柯城区,330802,570,118.876227,28.964356,兴趣点,1
绍兴鲁迅中学,浙江省绍兴市柯桥区鲁迅中学,中国,浙江省,绍兴市,柯桥区,330603,575,120.5097,30.071966,兴趣点,1
余姚市子陵中学教育集团,浙江省宁波市余姚市实验幼儿园教育集团,中国,浙江省,宁波市,余姚市,330281,574,121.142956,30.05184,兴趣点,1
浙江省东阳中学,浙江省金华市东阳市东阳中学,中国,浙江省,金华市,东阳市,330783,579,120.254617,29.277047,兴趣点,1
安徽省滁州中学,安徽省滁州市南谯区滁州中学,中国,安徽省,滁州市,南谯区,341103,550,118.327867,32.258817,兴趣点,1
安徽省怀远第一中学,安徽省淮南市怀远县第一中学,中国,安徽省,淮南市,怀远县,340421,554,117.203809,32.960541,兴趣点,1
安徽省马鞍山市花园初级中学,安徽省马鞍山市雨山区马鞍山市花园初级中学,中国,安徽省,马鞍山市,雨山区,340504,555,118.492484,31.667007,兴趣点,1
安徽省全椒中学,安徽省滁州市全椒县全椒中学,中国,安徽省,滁州市,全椒县,341124,550,118.282278,32.084248,兴趣点,1
安徽省寿县第一中学,安徽省淮南市寿县老寿县一中,中国,安徽省,淮南市,寿县,340422,554,116.811968,32.546039,兴趣点,1
安徽省铜陵市第十中学,安徽省铜陵市铜官区铜陵市第十中学,中国,安徽省,铜陵市,铜官区,340705,562,117.806751,30.931265,兴趣点,1
安徽省无为第三中学,安徽省芜湖市无为县无为第三中学,中国,安徽省,芜湖市,无为市,340281,553,117.909411,31.30873,兴趣点,1
安徽省无为中学,安徽省芜湖市无为县安徽省无为中学,中国,安徽省,芜湖市,无为市,340281,553,117.912777,31.297865,兴趣点,1
安徽省歙县中学,安徽省黄山市歙县歙县中学,中国,安徽省,黄山市,歙县,340000,,118.44973,29.871953,省,1
安庆市桐城中学,安徽省安庆市桐城市桐城中学,中国,安徽省,安庆市,桐城市,340881,556,116.950524,31.052793,兴趣点,1
蚌埠新城实验学校,安徽省蚌埠市蚌山区蚌埠市新城实验学校,中国,安徽省,蚌埠市,蚌山区,340303,552,117.363234,32.923823,兴趣点,1
亳州市第一中学,安徽省亳州市谯城区亳州市第一中学,中国,安徽省,亳州市,谯城区,341602,558,115.774442,33.820648,兴趣点,1
巢湖市第二中学,安徽省合肥市巢湖市巢湖市第二中学,中国,安徽省,合肥市,巢湖市,340181,551,117.866438,31.599746,兴趣点,1
东至县第二中学,安徽省池州市东至县东至二中,中国,安徽省,池州市,东至县,341721,566,117.022409,30.098324,兴趣点,1
阜阳市成效中学,安徽省阜阳市颍东区阜阳市成效中学,中国,安徽省,阜阳市,颍东区,341203,1558,115.840817,32.925702,兴趣点,1
合肥市第五十中学东校,安徽省合肥市蜀山区合肥市第五十中学东校,中国,安徽省,合肥市,蜀山区,340104,551,117.257988,31.851277,兴趣点,1
马鞍山市成功学校,安徽省马鞍山市花山区成功学校,中国,安徽省,马鞍山市,花山区,340503,555,118.503988,31.706191,兴趣点,1
马鞍山市第七中学,浙江省杭州市西湖区第七中学,中国,浙江省,杭州市,西湖区,330106,571,120.056798,30.149077,兴趣点,1
马鞍山市含山中学,安徽省马鞍山市含山县含山中学,中国,安徽省,马鞍山市,含山县,340522,555,118.093977,31.735112,兴趣点,1
宁国中学,安徽省宣城市宁国市宁国中学,中国,安徽省,宣城市,宁国市,341881,563,118.994902,30.637988,兴趣点,1
培道中学,澳门特别行政区澳门特别行政区大堂區培道中学,中国,澳门特别行政区,澳门特别行政区,大堂區,820004,1853,113.552094,22.189615,兴趣点,1
聖保祿學校,澳门特别行政区澳门特别行政区花地瑪堂區圣保禄学校,中国,澳门特别行政区,澳门特别行政区,花地瑪堂區,820001,1853,113.557892,22.20225,兴趣点,1
北京交通大学附属中学,北京市海淀区北京交通大学附属中学,中国,北京市,北京市,海淀区,110108,10,116.335893,39.962785,兴趣点,1
北京市朝阳外国语学校,北京市朝阳区朝阳外国语学校,中国,北京市,北京市,朝阳区,110105,10,116.401883,39.999619,兴趣点,1
北京市第九中学,北京市石景山区北京市第九中学,中国,北京市,北京市,石景山区,110107,10,116.165018,39.934457,兴趣点,1
北京市第十九中学,北京市海淀区北京市第十九中学,中国,北京市,北京市,海淀区,110108,10,116.306313,39.968824,兴趣点,1
北京市一五九中学,北京市西城区第一五九中学,中国,北京市,北京市,西城区,110102,10,116.36127,39.922054,兴趣点,1
福鼎一中,福建省宁德市福鼎市福鼎一中,中国,福建省,宁德市,福鼎市,350982,593,120.211457,27.330896,兴趣点,1
福建省福安市第一中学,福建省宁德市福安市福安第一中学,中国,福建省,宁德市,福安市,350981,593,119.647918,27.090173,兴趣点,1
福建省福州第二中学,福建省福州市鼓楼区福州第二中学,中国,福建省,福州市,鼓楼区,350102,591,119.292234,26.079031,兴趣点,1
福建省福州第十九中学,福建省福州市鼓楼区福州第十九中学,中国,福建省,福州市,鼓楼区,350102,591,119.306175,26.089589,兴趣点,1
福建省南安国光中学,福建省泉州市南安市国光中学,中国,福建省,泉州市,南安市,350583,595,118.47511,25.118174,兴趣点,1
福建省南平第一中学,福建省南平市延平区南平第一中学,中国,福建省,南平市,延平区,350702,599,118.215806,26.613829,兴趣点,1
福建省厦门第二中学,福建省厦门市思明区厦门第二中学,中国,福建省,厦门市,思明区,350203,592,118.067688,24.446527,兴趣点,1
福建省厦门第六中学,福建省厦门市湖里区厦门第六中学,中国,福建省,厦门市,湖里区,350206,592,118.089307,24.495073,兴趣点,1
福建省长乐市航城中学,福建省福州市长乐区航城中学,中国,福建省,福州市,长乐区,350112,591,119.510091,25.962403,兴趣点,1
福建霞浦县第一中学,福建省宁德市霞浦县第一中学,中国,福建省,宁德市,霞浦县,350921,593,120.03012,26.88703,兴趣点,1
福清第一中学,福建省福州市福清市福清第一中学,中国,福建省,福州市,福清市,350181,591,119.381031,25.722896,兴趣点,1
福州第八中学,福建省福州市仓山区福州第八中学,中国,福建省,福州市,仓山区,350104,591,119.418475,25.975694,兴趣点,1
古田一中,福建省宁德市古田县古田一中,中国,福建省,宁德市,古田县,350922,593,118.74578,26.573473,兴趣点,1
莆田第四中学,福建省莆田市荔城区莆田第四中学,中国,福建省,莆田市,荔城区,350304,594,119.017378,25.435536,兴趣点,1
泉州市惠安广海中学,福建省泉州市惠安县惠安广海中学,中国,福建省,泉州市,惠安县,350521,595,118.79217,25.013666,兴趣点,1
厦门实验中学,福建省厦门市同安区厦门实验中学,中国,福建省,厦门市,同安区,350212,592,118.165475,24.646456,兴趣点,1
厦门英才学校中学部,福建省厦门市集美区英才学校,中国,福建省,厦门市,集美区,350211,592,118.04398,24.584182,兴趣点,1
同安一中,福建省厦门市同安区同安一中,中国,福建省,厦门市,同安区,350212,592,118.155241,24.736787,兴趣点,1
永春一中,福建省泉州市永春县永春一中,中国,福建省,泉州市,永春县,350525,595,118.276268,25.327036,兴趣点,1
永定一中,福建省龙岩市新罗区永定一中,中国,福建省,龙岩市,新罗区,350802,597,117.026588,25.092611,兴趣点,1
甘谷一中,甘肃省天水市甘谷县甘谷一中,中国,甘肃省,天水市,甘谷县,620523,938,105.33725,34.734641,兴趣点,1
酒泉中学,甘肃省酒泉市肃州区酒泉中学,中国,甘肃省,酒泉市,肃州区,620902,937,98.505656,39.746391,兴趣点,1
兰州三十五中,甘肃省兰州市城关区三十五中,中国,甘肃省,兰州市,城关区,620102,931,103.841913,36.055023,兴趣点,1
兰州市第六十一中学,天津市和平区第六十一中学,中国,天津市,天津市,和平区,120101,22,117.212861,39.118182,兴趣点,1
兰州市第三十三中学,甘肃省兰州市城关区兰州市第三十三中学,中国,甘肃省,兰州市,城关区,620102,931,103.853294,36.046038,兴趣点,1
兰州市第五十八中,甘肃省兰州市西固区五十八中,中国,甘肃省,兰州市,西固区,620104,931,103.648753,36.084977,兴趣点,1
民勤县第一中学,甘肃省武威市民勤县民勤县第一中学,中国,甘肃省,武威市,民勤县,620621,1935,103.095218,38.62478,兴趣点,1
宁县二中,甘肃省庆阳市西峰区宁县二中,中国,甘肃省,庆阳市,西峰区,621002,934,107.64241,35.741733,兴趣点,1
张掖市第二中学,甘肃省张掖市甘州区张掖市第二中学,中国,甘肃省,张掖市,甘州区,620702,936,100.465656,38.932849,兴趣点,1
镇原中学,甘肃省庆阳市镇原县镇原中学,中国,甘肃省,庆阳市,镇原县,621027,934,107.193356,35.681111,兴趣点,1
东莞市东莞外国语学校,广东省东莞市东莞外国语学校,中国,广东省,东莞市,[],441900,769,113.809931,23.014232,兴趣点,1
汕头市金园实验中学,广东省汕头市金平区汕头市金园实验中学,中国,广东省,汕头市,金平区,440511,754,116.70984,23.355799,兴趣点,1
汕头市龙湖实验中学,广东省汕头市龙湖区龙湖实验中学,中国,广东省,汕头市,龙湖区,440507,754,116.734842,23.370177,兴趣点,1
珠海市第二中学,广东省珠海市香洲区珠海市第二中学,中国,广东省,珠海市,香洲区,440402,756,113.574526,22.268751,兴趣点,1
柳州市第十五中学,山东省青岛市市北区青岛第十五中学,中国,山东省,青岛市,市北区,370203,532,120.346573,36.076781,兴趣点,1
北京师范大学贵阳附属中学,贵州省贵阳市观山湖区北京师范大学贵阳附属中学,中国,贵州省,贵阳市,观山湖区,520115,851,106.628413,26.651218,兴趣点,1
毕节清华国中,贵州省毕节市清华国中,中国,贵州省,毕节市,七星关区,520502,857,105.315859,27.297199,兴趣点,1
岑巩一中,贵州省黔东南苗族侗族自治州岑巩县岑巩一中,中国,贵州省,黔东南苗族侗族自治州,岑巩县,522626,855,108.82005,27.177519,兴趣点,1
贵阳乐湾国际实验学校,贵州省贵阳市乌当区乐湾国际实验学校,中国,贵州省,贵阳市,乌当区,520112,851,106.822516,26.640346,兴趣点,1
贵州省贵定县贵定中学,贵州省黔南布依族苗族自治州贵定县贵定中学,中国,贵州省,黔南布依族苗族自治州,贵定县,522723,854,107.248692,26.587337,兴趣点,1
贵州省黎平县第一民族中学,贵州省黔东南苗族侗族自治州黎平县第一民族中学,中国,贵州省,黔东南苗族侗族自治州,黎平县,522631,855,109.131881,26.223106,兴趣点,1
贵州省瓮安中学,贵州省黔南布依族苗族自治州瓮安县瓮安中学,中国,贵州省,黔南布依族苗族自治州,瓮安县,520000,,107.474325,27.087075,省,1
剑河民族中学,贵州省黔东南苗族侗族自治州剑河县剑河民族中学,中国,贵州省,黔东南苗族侗族自治州,剑河县,522629,855,108.449516,26.74071,兴趣点,1
金沙县第一中学,贵州省毕节市金沙县金沙县第一中学,中国,贵州省,毕节市,金沙县,520523,857,106.235359,27.465132,兴趣点,1
黔南布依族苗族自治州都匀第二中学,贵州省黔南布依族苗族自治州罗甸县第二中学,中国,贵州省,黔南布依族苗族自治州,都匀市,522728,854,107.511353,26.299308,兴趣点,1
清镇市第一中学,贵州省贵阳市清镇市清镇市第一中学,中国,贵州省,贵阳市,清镇市,520181,851,106.477347,26.555604,兴趣点,1
习水县第五中学,贵州省遵义市习水县习水县第五中学,中国,贵州省,遵义市,习水县,520330,852,106.217993,28.321812,兴趣点,1
正安县第一中学,贵州省遵义市正安县第一中学,中国,贵州省,遵义市,正安县,520304,852,107.454217,28.563293,兴趣点,1
海南农垦中学,海南省海口市龙华区农垦中学,中国,海南省,海口市,龙华区,460106,898,110.308907,20.00132,兴趣点,1
海南省国兴中学,海南省海口市琼山区国兴中学,中国,海南省,海口市,琼山区,460107,898,110.354427,19.965693,兴趣点,1
华中师大一附中屯昌思源实验中学,海南省屯昌县华中师大一附中屯昌思源实验中学,中国,海南省,[],保亭黎族苗族自治县,469029,,110.123688,19.394746,兴趣点,1
沧州市第一中学,河北省沧州市运河区沧州市第一中学,中国,河北省,沧州市,运河区,130903,317,116.806101,38.299216,兴趣点,1
精英中学,河北省石家庄市裕华区精英中学,中国,河北省,石家庄市,裕华区,130108,311,114.596412,38.01608,兴趣点,1
武安一中,河北省邯郸市武安市武安一中,中国,河北省,邯郸市,武安市,130481,310,114.21232,36.669989,兴趣点,1
张家口宣化一中,河北省张家口市宣化区宣化一中,中国,河北省,张家口市,宣化区,130705,313,115.056657,40.612303,兴趣点,1
河南省淮滨高圾中学,河南省信阳市淮滨县淮滨高圾中学,中国,河南省,信阳市,淮滨县,411527,376,115.426535,32.483526,区县,1
濮阳市第一高级中学,河南省濮阳市华龙区濮阳市第一高级中学,中国,河南省,濮阳市,华龙区,410902,393,114.990823,35.799428,兴趣点,1
三门峡外国语高级中学,河南省三门峡市湖滨区外国语高级中学,中国,河南省,三门峡市,湖滨区,411202,398,111.160617,34.798513,兴趣点,1
睢县高级中学,河南省商丘市睢县睢县高级中学,中国,河南省,商丘市,睢县,411422,370,115.058944,34.443029,兴趣点,1
淅川县一高,河南省南阳市淅川县县一高,中国,河南省,南阳市,淅川县,411326,377,111.47133,33.132556,兴趣点,1
夏邑县高级中学,河南省商丘市夏邑县夏邑高级中学,中国,河南省,商丘市,夏邑县,411426,370,116.151963,34.235644,兴趣点,1
许昌市建安区第三高级中学,河南省许昌市建安区建安区第三高级中学,中国,河南省,许昌市,建安区,411003,374,113.857047,34.000456,兴趣点,1
柘城第二高级中学,河南省商丘市柘城县柘城第二高级中学,中国,河南省,商丘市,柘城县,411424,370,115.323891,34.084217,兴趣点,1
郑州市第一0一中学,河南省郑州市二七区郑州市第一零一中学,中国,河南省,郑州市,二七区,410103,371,113.664702,34.738798,兴趣点,1
郑州市京广实验学校,河南省郑州市中原区京广实验学校,中国,河南省,郑州市,中原区,410102,371,113.50065,34.79488,兴趣点,1
郑州市明新中学,河南省郑州市中原区明新中学,中国,河南省,郑州市,中原区,410102,371,113.614865,34.741042,兴趣点,1
周口扶沟县高中,河南省周口市扶沟县县高中,中国,河南省,周口市,扶沟县,411621,394,114.400253,34.050568,兴趣点,1
阿城区第一中学,黑龙江省哈尔滨市阿城区阿城区第一中学,中国,黑龙江省,哈尔滨市,阿城区,230112,451,126.972028,45.521553,兴趣点,1
大庆外国语学校,黑龙江省大庆市让胡路区大庆外国语学校,中国,黑龙江省,大庆市,让胡路区,230604,459,124.885426,46.555731,兴趣点,1
富锦市第一中学,黑龙江省佳木斯市富锦市富锦市第一中学,中国,黑龙江省,佳木斯市,富锦市,230882,454,132.045075,47.243127,兴趣点,1
哈尔滨市第一二二中学校,黑龙江省哈尔滨市香坊区哈尔滨市第一二二中学校,中国,黑龙江省,哈尔滨市,香坊区,230110,451,126.672721,45.716369,兴趣点,1
哈尔滨顺迈学校,黑龙江省哈尔滨市呼兰区顺迈学校,中国,黑龙江省,哈尔滨市,呼兰区,230111,451,126.548336,45.884331,兴趣点,1
黑河市第一中学,黑龙江省黑河市爱辉区黑河市第一中学,中国,黑龙江省,黑河市,爱辉区,231102,456,127.531616,50.233927,兴趣点,1
牡丹江市第二高级中学,黑龙江省牡丹江市阳明区牡丹江市第二高级中学,中国,黑龙江省,牡丹江市,阳明区,231003,453,129.630301,44.586833,兴趣点,1
七台河市实验高级中学,黑龙江省七台河市桃山区七台河市实验高级中学,中国,黑龙江省,七台河市,桃山区,230903,464,131.004265,45.764198,兴趣点,1
肇源县第一中学,黑龙江省大庆市肇源县肇源县第一中学,中国,黑龙江省,大庆市,肇源县,230622,459,125.052576,45.501707,兴趣点,1
湖北11中,湖北省武汉市硚口区武汉市11中,中国,湖北省,武汉市,硚口区,420000,,114.267317,30.580991,省,1
湖北省荆门市龙泉中学,湖北省荆门市东宝区龙泉中学,中国,湖北省,荆门市,东宝区,420802,724,112.199184,31.031581,兴趣点,1
湖北省实验中学,湖北省武汉市武昌区武昌实验中学,中国,湖北省,武汉市,武昌区,420106,27,114.303345,30.552286,兴趣点,1
武汉市第六中学,湖北省武汉市江岸区武汉市第六中学,中国,湖北省,武汉市,江岸区,420102,27,114.291209,30.602635,兴趣点,1
武汉市第三中学,湖北省武汉市汉阳区武汉市第三中学,中国,湖北省,武汉市,汉阳区,420105,27,114.271724,30.544603,兴趣点,1
郴州市第一中学,湖南省郴州市苏仙区郴州市第一中学,中国,湖南省,郴州市,苏仙区,431003,735,113.040557,25.796899,兴趣点,1
衡阳市成章实验中学,湖南省衡阳市雁峰区衡阳市成章实验中学,中国,湖南省,衡阳市,雁峰区,430406,734,112.632948,26.859376,兴趣点,1
湖南省常德芷兰实验学校,湖南省常德市武陵区芷兰实验学校,中国,湖南省,常德市,武陵区,430702,736,111.702071,29.05605,兴趣点,1
湖南省澧县第一中学,湖南省常德市澧县澧县第一中学,中国,湖南省,常德市,澧县,430723,736,111.755132,29.631516,兴趣点,1
湖南师大第二附属中学,湖南省长沙市岳麓区师大第二附属中学,中国,湖南省,长沙市,岳麓区,430104,731,112.903115,28.221034,兴趣点,1
耒阳市二中,湖南省衡阳市耒阳市耒阳市二中,中国,湖南省,衡阳市,耒阳市,430481,734,112.86088,26.399632,兴趣点,1
澧县澧阳中学,湖南省常德市澧县澧阳中学,中国,湖南省,常德市,澧县,430723,736,111.755431,29.658803,兴趣点,1
桃源县第一中学,湖南省常德市桃源县桃源县第一中学,中国,湖南省,常德市,桃源县,430725,736,111.471343,28.881831,兴趣点,1
湘西州民族中学,湖南省湘西土家族苗族自治州吉首市湘西州民族中学,中国,湖南省,湘西土家族苗族自治州,吉首市,433101,743,109.709855,28.264013,兴趣点,1
湘一芙蓉中学,湖南省长沙市芙蓉区湘一芙蓉中学,中国,湖南省,长沙市,芙蓉区,430102,731,112.999025,28.201237,兴趣点,1
永州四中,湖南省永州市冷水滩区永州四中,中国,湖南省,永州市,冷水滩区,431103,746,111.58081,26.43774,兴趣点,1
长沙市周南中学,湖南省长沙市开福区长沙市周南中学,中国,湖南省,长沙市,开福区,430105,731,112.9658,28.304232,兴趣点,1
白城一中,吉林省白城市洮北区白城一中,中国,吉林省,白城市,洮北区,220802,436,122.835435,45.610048,兴趣点,1
安徽省六安第一中学,安徽省六安市金安区六安第一中学,中国,安徽省,六安市,金安区,341502,564,116.501839,31.772954,兴趣点,1
吉林省第二实验学校,吉林省长春市绿园区第二实验学校,中国,吉林省,长春市,绿园区,220106,431,125.225969,43.835003,兴趣点,1
集安市第一中学,吉林省通化市集安市集安市第一中学,中国,吉林省,通化市,集安市,220582,435,126.179514,41.124257,兴趣点,1
蛟河市第一中学校,吉林省吉林市蛟河市蛟河市第一中学,中国,吉林省,吉林市,蛟河市,220281,432,127.335812,43.712763,兴趣点,1
松原市实验高级中学,吉林省松原市宁江区松原市实验高级中学,中国,吉林省,松原市,宁江区,220702,438,124.81695,45.185965,兴趣点,1
长春市第二中学,吉林省长春市朝阳区长春市第二中学,中国,吉林省,长春市,朝阳区,220104,431,125.29914,43.886625,兴趣点,1
常州市第二中学,江苏省常州市钟楼区常州市第二中学,中国,江苏省,常州市,钟楼区,320404,519,119.952119,31.786538,兴趣点,1
常州市戚墅堰高级中学,常州市戚墅堰高级中学,中国,江苏省,常州市,经济开发区,320413,519,120.052285,31.777336,兴趣点,1
常州市武进区湖塘实验中学,江苏省常州市武进区湖塘实验中学,中国,江苏省,常州市,武进区,320412,519,119.962917,31.720585,兴趣点,1
常州市武进区前黄实验学校,江苏省常州市武进区前黄实验学校,中国,江苏省,常州市,武进区,320412,519,119.963371,31.595062,兴趣点,1
江苏省宝应中学,江苏省扬州市宝应县宝应中学,中国,江苏省,扬州市,宝应县,321023,514,119.315415,33.236648,兴趣点,1
江苏省滨海中学,江苏省盐城市滨海县滨海中学,中国,江苏省,盐城市,滨海县,320922,515,119.83946,34.00149,兴趣点,1
江苏省大港中学,江苏省镇江市丹徒区大港中学,中国,江苏省,镇江市,丹徒区,321112,511,119.442873,32.135457,兴趣点,1
江苏省东台中学,江苏省盐城市东台市东台中学,中国,江苏省,盐城市,东台市,320981,515,120.311978,32.8654,兴趣点,1
江苏省赣榆高级中学,江苏省连云港市赣榆区高级中学,中国,江苏省,连云港市,赣榆区,320707,518,119.122318,34.856359,兴趣点,1
江苏省高邮中学,江苏省扬州市高邮市高邮中学,中国,江苏省,扬州市,高邮市,321084,514,119.44475,32.764223,兴趣点,1
江苏省海州高级中学,江苏省连云港市海州区海州高级中学,中国,江苏省,连云港市,海州区,320706,518,119.136194,34.574569,兴趣点,1
江苏省邗江中学,江苏省扬州市邗江区邗江中学,中国,江苏省,扬州市,邗江区,321003,514,119.388799,32.388532,兴趣点,1
江苏省昆山中学,江苏省苏州市昆山市昆山中学,中国,江苏省,苏州市,昆山市,320583,512,120.896356,31.419677,兴趣点,1
江苏省南通中学,江苏省南通市崇川区南通中学,中国,江苏省,南通市,崇川区,320613,513,120.864144,32.021439,兴趣点,1
江苏省前黄高级中学,江苏省常州市武进区前黄高级中学,中国,江苏省,常州市,武进区,320412,519,119.966324,31.715646,兴趣点,1
江苏省射阳中学,江苏省盐城市射阳县射阳中学,中国,江苏省,盐城市,射阳县,320924,515,120.307188,33.764429,兴趣点,1
江苏省沐阳高级中学,江苏省宿迁市沭阳县沐阳高级中学,中国,江苏省,宿迁市,沭阳县,321322,527,118.764511,34.117266,兴趣点,1
江苏省泗阳致远中学,江苏省宿迁市泗阳县致远中学,中国,江苏省,宿迁市,泗阳县,321323,527,118.699658,33.715833,兴趣点,1
江苏省苏州第十中学,江苏省苏州市姑苏区苏州第十中学,中国,江苏省,苏州市,姑苏区,320508,512,120.634781,31.300126,兴趣点,1
江苏省太仓高级中学,江苏省苏州市太仓市太仓高级中学,中国,江苏省,苏州市,太仓市,320585,512,121.142597,31.415713,兴趣点,1
江苏省泰兴中学,江苏省泰州市泰兴市泰兴中学,中国,江苏省,泰州市,泰兴市,321283,523,120.039651,32.192436,兴趣点,1
江苏省兴化中学,江苏省泰州市兴化市兴化中学,中国,江苏省,泰州市,兴化市,321281,523,119.853354,32.943763,兴趣点,1
江苏省镇江中学,江苏省镇江市润州区镇江中学,中国,江苏省,镇江市,润州区,321111,511,119.413194,32.191271,兴趣点,1
南京市第二十九中学,江苏省南京市鼓楼区南京市第二十九中学,中国,江苏省,南京市,鼓楼区,320106,25,118.745436,32.052902,兴趣点,1
徐州市第三中学,江苏省徐州市鼓楼区徐州市第三中学,中国,江苏省,徐州市,鼓楼区,320302,516,117.192888,34.267273,兴趣点,1
盐城市大丰区买验初级中学,盐城市大丰区实验初级中学,中国,江苏省,盐城市,大丰区,320904,515,120.441554,33.205294,区县,1
张家港市外国语学校,江苏省苏州市张家港市张家港外国语学校,中国,江苏省,苏州市,张家港市,320582,512,120.566838,31.863131,兴趣点,1
赣州市文清外国语学校,江西省赣州市章贡区文清外国语学校,中国,江西省,赣州市,章贡区,360702,797,114.857165,25.833999,兴趣点,1
广丰中学,江苏省无锡市梁溪区广丰中学,中国,江苏省,无锡市,梁溪区,320213,510,120.322803,31.599652,兴趣点,1
贵溪市第一中学,江西省鹰潭市贵溪市贵溪市第一中学,中国,江西省,鹰潭市,贵溪市,360681,701,117.207912,28.273717,兴趣点,1
吉安市吉水中学,江西省吉安市吉水县吉水中学,中国,江西省,吉安市,吉水县,360822,796,115.131017,27.189909,兴趣点,1
江西省广昌县第一中学,江西省抚州市广昌县广昌县第一中学,中国,江西省,抚州市,广昌县,361030,794,116.346906,26.842371,区县,1
江西省广丰贞白中学,江西省上饶市广丰区贞白中学,中国,江西省,上饶市,广丰区,361103,793,118.174702,28.467794,兴趣点,1
江西省南康中学,江西省赣州市南康区南康中学,中国,江西省,赣州市,南康区,360703,797,114.774857,25.659247,兴趣点,1
江西省修水县第一中学,江西省九江市修水县水县第一中学,中国,江西省,九江市,修水县,360424,792,114.587268,29.029264,兴趣点,1
江西省于都中学,江西省赣州市于都县于都中学,中国,江西省,赣州市,于都县,360731,797,115.411399,25.961191,兴趣点,1
南昌市第三中学,江西省南昌市东湖区南昌市第三中学,中国,江西省,南昌市,东湖区,360102,791,115.890158,28.67725,兴趣点,1
鄱阳中学,江西省上饶市鄱阳县鄱阳中学,中国,江西省,上饶市,鄱阳县,361128,793,116.669895,28.98476,兴趣点,1
石城中学,江西省赣州市石城县石城中学,中国,江西省,赣州市,石城县,360735,797,116.350583,26.337058,兴趣点,1
新余市第四中学,江西省新余市渝水区新余市第四中学,中国,江西省,新余市,渝水区,360502,790,114.90679,27.824344,兴趣点,1
信丰中学,江西省赣州市信丰县信丰中学,中国,江西省,赣州市,信丰县,360722,797,114.933191,25.36798,兴趣点,1
兴国平川中学,江西省赣州市兴国县平川中学,中国,江西省,赣州市,兴国县,360732,797,115.376391,26.297627,兴趣点,1
宜丰中学,江西省宜春市宜丰县宜丰中学,中国,江西省,宜春市,宜丰县,360924,795,114.774967,28.384512,兴趣点,1
永丰县永丰中学,江西省吉安市永丰县永丰中学,中国,江西省,吉安市,永丰县,360825,796,115.424929,27.330177,兴趣点,1
鞍山市新元高级中学,辽宁省鞍山市铁东区鞍山市新元高级中学,中国,辽宁省,鞍山市,铁东区,210302,412,122.995941,41.105125,兴趣点,1
本溪市第十二中学,辽宁省本溪市明山区本溪市第十二中学,中国,辽宁省,本溪市,明山区,210504,414,123.773704,41.302734,兴趣点,1
大连海湾高中,辽宁省大连市普兰店区海湾高中,中国,辽宁省,大连市,普兰店区,210214,411,121.945952,39.399887,兴趣点,1
大连市第八十中学,辽宁省大连市甘井子区第八十中学,中国,辽宁省,大连市,甘井子区,210211,411,121.611773,38.957114,兴趣点,1
大连市第四十八中学,辽宁省大连市沙河口区第四十八中学,中国,辽宁省,大连市,沙河口区,210204,411,121.588433,38.90825,兴趣点,1
大连育文中学,辽宁省大连市甘井子区育文中学,中国,辽宁省,大连市,甘井子区,210211,411,121.521394,38.949471,兴趣点,1
大石桥市高级中学,辽宁省营口市大石桥市高级中学,中国,辽宁省,营口市,大石桥市,210882,417,122.507621,40.610504,兴趣点,1
