网页id,学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,电子简章,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,其他可补充字段,职业
10618,贵南县职业中学,青海,海南藏族自治州,,中等专业学校,,青海海南藏族自治州,--,--,--,,,--,--,--,,,,,,,,,,{}
10619,贵德县职业中学,青海,海南藏族自治州,,中等专业学校,,青海海南藏族自治州,--,--,--,,,--,--,--,,,,,,,,,,{}
10620,果洛州职业中学,青海,果洛藏族自治州,,中等专业学校,,青海果洛藏族自治州,--,--,--,,,--,--,--,,,,,,,,,,{}
10621,格尔木市职业中学,青海,海西蒙古族藏族自治州,,中等专业学校,,青海海西蒙古族藏族自治州,--,--,--,,,--,--,--,,,,,,,,,,{}
10622,德令哈市职业中学,青海,海西蒙古族藏族自治州,,中等专业学校,,青海海西蒙古族藏族自治州,--,--,--,,,--,--,--,,,,,,,,,,{}
10623,中卫市南华山职业中专学校,宁夏,吴忠市,,中等专业学校,,宁夏吴忠市,--,--,--,,,--,--,--,,,,,,,,,,{}
10624,吴忠职业技术学校,宁夏,吴忠市,,中等专业学校,,宁夏吴忠市,--,--,--,,,--,--,--,,,,,,,,,,{}
10625,青铜峡市职教中心,宁夏,吴忠市,,中等专业学校,,宁夏吴忠市,--,--,--,,,--,--,--,,,,,,,,,,{}
10626,青铜峡市职业中学,宁夏,吴忠市,,中等专业学校,,宁夏吴忠市,--,--,--,,,--,--,--,,,,,,,,,,{}
10627,中卫市职教中心,宁夏,吴忠市,,中等专业学校,,宁夏吴忠市,--,--,--,,,--,--,--,,,,,,,,,,{}
10628,同心县石狮职业中学,宁夏,吴忠市,,中等专业学校,,宁夏吴忠市,--,--,--,,,--,--,--,,,,,,,,,,{}
10629,盐池县农业机械学校,宁夏,吴忠市,,中等专业学校,,宁夏吴忠市,--,--,--,,,--,--,--,,,,,,,,,,{}
10630,西吉县职业中学,宁夏,固原市,西吉县,中等专业学校,公办,宁夏固原市西吉县,http://www.nxxjzz.com.cn,0954-3012577,--,,,--,--,--,,是,,,,,,,,"{'农业类': ['设施农业生产技术'], '新能源发电工程类': ['太阳能与沼气技术利用'], '建筑设计类': ['建筑装饰技术'], '土建施工类': ['建筑工程施工'], '自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理']}"
10631,固原市卫生职业学校,宁夏,固原市,,中等专业学校,,宁夏固原市,--,--,--,,,--,--,--,,,,,,,,,,{}
10632,彭阳县职业中学,宁夏,固原市,彭阳县,职业高中,公办,宁夏固原市彭阳县,--,0954-012876,--,,,--,--,--,,,,,,,,,,{}
10633,固原市农业职业学校,宁夏,固原市,,中等专业学校,,宁夏固原市,--,--,--,,,--,--,--,,,,,,,,,,{}
10634,海原县职业中学,宁夏,固原市,,中等专业学校,,宁夏固原市,--,--,--,,,--,--,--,,,,,,,,,,{}
10635,西吉县高级职业学校,宁夏,固原市,,中等专业学校,,宁夏固原市,--,--,--,,,--,--,--,,,,,,,,,,{}
10636,隆德县职教中心,宁夏,固原市,,中等专业学校,,宁夏固原市,--,--,--,,,--,--,--,,,,,,,,,,{}
10637,隆回县县职业中专学校,宁夏,固原市,,中等专业学校,,宁夏固原市,--,--,--,,,--,--,--,,,,,,,,,,{}
10638,固原市财贸学校,宁夏,固原市,,中等专业学校,,宁夏固原市,--,--,--,,,--,--,--,,,,,,,,,,{}
10639,隆德县农职业中学,宁夏,固原市,,中等专业学校,,宁夏固原市,--,--,--,,,--,--,--,,,,,,,,,,{}
10640,泾源县民族职业中学,宁夏,固原市,泾源县,职业高中,公办,宁夏固原市泾源县,--,0954-5011796,--,,,--,--,--,,,,,,,,,,{}
10641,泾源民族职业中学,宁夏,固原市,,中等专业学校,,宁夏固原市,--,--,--,,,--,--,--,,,,,,,,,,{}
10642,哈密地区二中,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10643,哈密职业技术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10644,哈密矿务局职工中等专业学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10645,哈密市第一农技校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10646,哈密市第二农业技术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10647,巴里坤哈萨克自治县成人教育中心,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10648,巴里坤哈萨克自治县农业机械化技术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10649,新疆喀什农业学校,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10650,新疆喀什财贸学校,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10651,莎车县职工学校,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10652,喀什地区成人中专学校,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10653,疏勒县职教中心,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10654,巴楚县计算机培训学校,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10655,麦盖提县职业中专,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10656,喀什市职业培训中心,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10657,泽普县职业中学,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10658,疏勒县职业中学,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10659,喀什市农机技术学校,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10660,泽普县金鹰职业技能培训学校,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10661,疏勒县爱民孤儿职业学校,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10662,巴楚县农业机械化技术学校,新疆,喀什地区,,中等专业学校,,新疆喀什地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10663,和田玉才中等职业学校,新疆,和田地区,,中等专业学校,,新疆和田地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10664,墨玉县职业技术高中,新疆,和田地区,,中等专业学校,,新疆和田地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10665,和田市职业技术中学,新疆,和田地区,,中等专业学校,,新疆和田地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10666,和田农业学校,新疆,和田地区,,中等专业学校,,新疆和田地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10667,和田市农牧机械化技科学校,新疆,和田地区,,中等专业学校,,新疆和田地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10668,策勒县达玛沟乡职业中学,新疆,和田地区,,中等专业学校,,新疆和田地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10669,策勒县职业中学,新疆,和田地区,,中等专业学校,,新疆和田地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10670,策勒县策勒乡职业中学,新疆,和田地区,,中等专业学校,,新疆和田地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10671,洛浦县农机械化技术学校,新疆,和田地区,,中等专业学校,,新疆和田地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10672,民丰县农机校,新疆,和田地区,,中等专业学校,,新疆和田地区,--,--,--,,,--,--,--,,,,,,,,,,{}
10673,中央民族大学附属中学,北京,北京,,中等专业学校,,北京,--,--,--,,,--,--,--,,,,,,,,,,{}
10674,武汉音乐学院附中,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10675,昌吉回族自治州卫生学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,是,,,,,,,,{}
10676,金华江南中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10677,库尔勒市华山职业技术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10678,灵武市职业教育中心,宁夏,银川市,灵武市,中等专业学校,公办,宁夏银川市灵武市,--,--,--,1995,356,--,灵武市文荟路（灵武市体育馆西侧）,--,,是,是,,,,,,,"{'安全类': ['防灾减灾技术'], '纺织服装类': ['纺织技术与服务'], '食品类': ['食品加工工艺'], '铁道运输类': ['铁道运输服务'], '道路运输类': ['汽车运用与维修', '汽车美容与装潢'], '航空运输类': ['航空服务'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '餐饮类': ['中餐烹饪']}"
10679,义乌市城镇职校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10680,拉萨市江苏实验中学,西藏,,,中等专业学校,,西藏,--,--,--,,,--,--,--,,,,,,,,,,{}
10681,义乌市国贸学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10682,睢宁县职教中心,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10683,浦江建华中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10684,蒙城县庄周高级职业中学,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10685,永嘉县体育运动学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10686,新疆维吾尔自治区供销学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10687,金华市第一中等职业学校,浙江,金华市,婺城区,中等专业学校,公办,浙江金华市婺城区,https://www.jh-school.cn/,0579-82590201,jhdyzx88@163.com,,,--,--,--,,,是,,,,,,,"{'自动化类': ['机电技术应用(智能管控与运维)'], '计算机类': ['计算机网络技术'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务(电信服务与管理)', '电子商务'], '旅游类': ['旅游服务与管理(文旅)', '旅游服务与管理(空乘)'], '艺术设计类': ['工艺美术(产品艺术设计)'], '广播影视类': ['动漫与游戏制作'], '教育类': ['幼儿保育'], '语言类': ['商务英语']}"
10688,银川宁夏司法警察职业学校,宁夏,,,中等专业学校,,宁夏,--,--,--,,,--,--,--,,,,,,,,,,{}
10689,新疆石河子工程技术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,是,,,,,,,{}
10690,农六师五家渠职业技术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10691,上海戏剧学院附属戏曲学校（弃用）,上海,上海,黄浦区,中等专业学校,,上海市黄浦区,--,--,--,,,--,--,--,,,是,,,,,,,{}
10692,中铁十三局集团有限公司职业技术学校,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10693,伊犁州职业中专学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10694,平阳县武术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10695,蕲春李时珍中等职业技术学校,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10696,浦江景濂中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10697,西北外事中专学校,宁夏,,,中等专业学校,,宁夏,--,--,--,,,--,--,--,,,,,,,,,,{}
10698,余姚市第一职业技术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10699,拉萨市北京实验中学,西藏,,,中等专业学校,,西藏,--,--,--,,,--,--,--,,,,,,,,,,{}
10700,龙游县求实职业学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10701,寿县三觉高级职业中学,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10702,龙州县职业技术学校,广西,,,中等专业学校,,广西,--,--,--,,,--,--,--,,,,,,,,,,{}
10703,武汉体育学院附属体育运动学校,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10704,东阳市花园技校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10705,库车县中等职业学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10706,宁海县第二职业中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10707,奇台县成人职教中心,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10708,台州国际文武学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10709,新疆维吾尔自治区工业经济学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10710,湖北美术学院附属中专部,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10711,赤壁市职业教育集团,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10712,鄂州职业大学中等职业技术学院,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10713,静宁县职业中等专业学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10714,长春市交通职业技术学校,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10715,图木舒克市大唐职业技术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10716,神农架林区职业中等专业学校,湖北,省直辖县级行政区划,神农架林区,中等专业学校,,湖北神农架林区,--,--,--,,,--,--,--,,,,,,,,,,{}
10717,宕昌职业中等专业学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10718,武汉商贸职业学院中专部,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10719,牙克石市综合高中,内蒙古,,,中等专业学校,,内蒙古,--,--,--,,,--,--,--,,,,,,,,,,{}
10720,奉化市大桥职业技术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10721,杨凌现代中等职业学校,陕西,,,中等专业学校,,陕西,--,--,--,,,--,--,--,,,,,,,,,,{}
10722,华亭县职业中等专业学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10723,拉萨市第二中等职业技术学校,西藏,拉萨市,城关区,中等专业学校,公办,西藏拉萨市城关区,--,--,--,2013,375,--,西藏自治区拉萨市城关区蔡公堂路117号,--,--,,,,,,,,,{}
10724,湖北省体育运动学校,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10725,东海县卫生职工中等专业学校,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10726,湖北省艺术学校,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,是,,,,,,,{}
10727,新疆维吾尔自治区林业学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10728,农一师阿拉尔职业技术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10729,武汉铁路司机学校,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10730,天台县天成职业技术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10731,红安县职业教育中心,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10732,武汉警官职业学院中专部,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10733,绍兴县职教中心,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10734,湖南师范大学职业技术学院附属中专学校,湖南,,,中等专业学校,,湖南,--,--,--,,,--,--,--,,,,,,,,,,{}
10735,孝顺中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10736,台州市路桥职业技术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10737,张掖市文礼汽车驾校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10738,咸宁市咸安区中等职业技术学校,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10739,长兴职工中等卫生学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10740,湖北交通职业技术学院中专部,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10741,瑞安市职业中等专业学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10742,陇川城子镇农技校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10743,日喀则市上海实验学校高中部,西藏,,,中等专业学校,,西藏,--,--,--,,,--,--,--,,,,,,,,,,{}
10744,苍南飞林文武学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10745,新疆生产建设兵团工贸学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10746,五河县小圩龙潭湖高级职业中学,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10747,兰溪六中,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10748,蕲春理工中专,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10749,武威大宇职业技术学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10750,临泽浩海云天职业培训学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10751,金塔职业学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10752,兴义市希望学校招聘教师,贵州,,,中等专业学校,,贵州,--,--,--,,,--,--,--,,,,,,,,,,{}
10753,日喀则市第一职业技术学校,西藏,,,中等专业学校,,西藏,--,--,--,,,--,--,--,,,,,,,,,,{}
10754,无为县高级职业中学,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10755,瑞安市第二高级职业中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10756,银川雏鹰外语学校,宁夏,,,中等专业学校,,宁夏,--,--,--,,,--,--,--,,,,,,,,,,{}
10757,安吉上墅私立高级职业中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10758,建始县中等职业技术学校,湖北,恩施土家族苗族自治州,建始县,中等专业学校,,湖北恩施土家族苗族自治州建始县,--,--,--,1999,18,--,湖北省建始县县城城广润路18号,--,--,,是,是,,,,,,{}
10759,崇左市八桂城市中等职业技术学校,广西,,,中等专业学校,,广西,--,--,--,,,--,--,--,,,,,,,,,,{}
10760,平阳县职业教育中心,浙江,温州市,平阳县,中等专业学校,,浙江温州市平阳县,--,0577-63679606,--,,,--,--,--,,,是,,,,,,,{}
10761,甘南藏族综合专业学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10762,灵武县职业中等专业学校,宁夏,,,中等专业学校,,宁夏,--,--,--,,,--,--,--,,,,,,,,,,{}
10763,德宏傣族景颇族自治州卫生学校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10764,农十二师职业技术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10765,湘潭市体育运动学校,湖南,,,中等专业学校,,湖南,--,--,--,,,--,--,--,,,,,,,,,,{}
10766,玉门石油中等专业学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10767,湖北蒲圻师范,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10768,林芝市第一中学,西藏,,,中等专业学校,,西藏,--,--,--,,,--,--,--,,,,,,,,,,{}
10769,石河子百瑞中等职业学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10770,博远职业培训学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10771,新沂市职业技术学校,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10772,武威世杰计算机职业学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10773,上海第二医科大学附属卫生学校,上海,上海,,中等专业学校,,上海,--,--,--,,,--,--,--,,,,,,,,,,{}
10774,宁波国际文武学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10775,苍南县南宋文武学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10776,慈溪市锦堂高级职业中学,浙江,宁波市,慈溪市,职业高中,,浙江宁波市慈溪市,--,--,--,,,--,--,--,,,是,,,,,,,{}
10777,长春艺术学校,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10778,繁昌县职教中心,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10779,拉萨阿里河北完全中学,西藏,,,中等专业学校,,西藏,--,--,--,,,--,--,--,,,,,,,,,,{}
10780,全椒县第一高级职业中学,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10781,三门县职业技术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10782,天台县文武职业技术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10783,乐清市体校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10784,瑞安市飞云职业学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10785,乐清市东方艺术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10786,新疆兵团第三建筑安装工程公司库尔勒分校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10787,西藏昌都地区职业技术学校,西藏,,,中等专业学校,,西藏,--,--,--,,,--,--,--,,是,,,,,,,,{}
10788,瑞安市预备军人职业学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10789,宁夏商业学校,宁夏,,,中等专业学校,,宁夏,--,--,--,,,--,--,--,,,,,,,,,,{}
10790,苍南县龙港职业技术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10791,卓越职业培训学校,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10792,杨凌双龙职业技术学校,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10793,桐乡市职教中心,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10794,诸暨市总工会职业技术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10795,瑞安市轻工学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10796,大丰港国际职业学校,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10797,天水蓝翔技校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10798,余姚市第五职业技术学校,浙江,宁波市,余姚市,职业高中,公办,浙江宁波市余姚市,--,--,--,1956,--,--,余姚市陆埠镇钟山北路666号,--,--,,,,,,,,,{}
10799,宁波上影影视艺校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10800,阿克苏地区文化艺术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10801,通州卫生职工中等专业学校,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10802,长沙三通女子职业中专学校,湖南,,,中等专业学校,,湖南,--,--,--,,,--,--,--,,,,,,,,,,{}
10803,长沙市医药职工中等专业学校,湖南,,,中等专业学校,,湖南,--,--,--,,,--,--,--,,,,,,,,,,{}
10804,洪湖市职业培训学院,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10805,海拉尔区第一职业中学,内蒙古,,,中等专业学校,,内蒙古,--,--,--,,,--,--,--,,,,,,,,,,{}
10806,大丰市职教中心,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10807,邳州市成人教育中心,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10808,泗阳县江淮职业技术学校,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10809,临洮县卫生职业技术学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10810,赤壁机电信息技术学校,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10811,黔南民族医学高等专科学校中专部,贵州,,,中等专业学校,,贵州,--,--,--,,,--,--,--,,,,,,,,,,{}
10812,农二师华山职业技术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10813,西北民族大学中专部,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10814,红河哈尼族彝族自治州财经学校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10815,银川富创天智信息技术学校,宁夏,,,中等专业学校,,宁夏,--,--,--,,,--,--,--,,,,,,,,,,{}
10816,驻马店市体育运动中等职业学校,河南,,,中等专业学校,,河南,--,--,--,,,--,--,--,,,,,,,,,,{}
10817,黄石理工学院中专部,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10818,泸西县农业机械化技术学校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10819,楚雄卫生学校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10820,余姚市第二职业技术学校,浙江,宁波市,余姚市,职业高中,,浙江宁波市余姚市,--,0574-58229211,--,1990,161,--,余姚市梁弄镇镇中路8号,--,--,,,,,,,,,{}
10821,阿克苏市职业中学阿,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10822,麻城市乘马岗高级职业中学,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10823,大理州水利电力局职工学校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10824,浙江电大永嘉学院附职中,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10825,宜兴轻工业学校,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,是,,,,,,,{}
