学校名称,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置,官网
泰安市东平高级中学,,,,,,,,,
泰安英雄山中学,,,,,,,,,
滕州一中新校,,,,,,,,,
威海市第一中学,省重点,公办,中学,山东省威海市环翠区高技区文化中路75号,0631-5819545,山东省,威海市,环翠区,
榆次一中,省重点,公办,中学,山西省榆次（一中）,0354-2032714,山西省,晋中市,榆次区,
汉中市龙岗学校,普通,民办,中学,陕西省汉中市大河坎龙岗东路,0916-5370099,陕西省,汉中市,南郑县,
三台中学实验学校,,,,,,,,,
宝坻区第四中学,普通,公办,中学,天津市宝坻区进京路30号,022-29241206,天津市,天津市,宝坻区,
拉萨江苏实验中学,,,,,,,,,
拉萨市四高,,,,,,,,,
昆明市第十中学,省重点,民办,中学,云南省昆明市 白塔路247号,（0871）3067002,云南省,昆明市,盘龙区,
云南省楚雄第一中学,县重点,公办,中学,云南省楚雄市鹿城南路291号邮政编码：675000e-mail：cxyz,,云南省,楚雄,楚雄市,
宁波市鄞州中学,省重点,公办,中学,宁波市鄞州区邱隘盛垫桥,0547-88357420 28819027,浙江省,宁波市,鄞州区,
衢州市实验学校,市重点,公办,中学,上海市浦东新区东明路300号,021-50866819,上海市,上海市,浦东新区,
绍兴鲁迅中学,省重点,公办,中学,浙江省绍兴市柯桥区湖东路1号,0575-81169016,浙江省,绍兴市,,
绍兴市第一初级中学教育集团龙山校区,,,,,,,,,
余姚市子陵中学教育集团,普通,公办,中学,浙江余姚金昌路,0574-62660048,浙江省,宁波市,余姚市,
浙江省东阳中学,普通,公办,中学,浙江省金华市东阳市学士北路1号,0579-86660006,浙江省,金华市,东阳市,
安徽省滁州中学,省重点,公办,中学,南谯区同乐西路99号,0550-3305059,安徽省,滁州市,南谯区,
安徽省怀远第一中学,县重点,公办,中学,怀远县城关镇乳泉,0552－8050649,安徽省,淮南市,,
安徽省马鞍山市花园初级中学,,,,,,,,,
安徽省全椒中学,普通,公办,中学,滁州市全椒县内环南路与南三路交叉,,安徽省,滁州市,全椒县,
安徽省寿县第一中学,省重点,公办,中学,安徽省淮南市寿县楚都大道与状元路交叉路口,0554-2766208,安徽省,淮南市,寿县,
安徽省铜陵市第十中学,市重点,公办,中学,长江西路106号,0562-2832944 丁震,安徽省,铜陵市,,
安徽省无为第三中学,,,,,,,,,
安徽省无为中学,普通,公办,中学,安徽省芜湖市无为市无城西大街104号,,安徽省,芜湖市,,
安徽省歙县中学,普通,公办,中学,黄山市歙县城东路58号,0559-6534505,安徽省,合肥市,,
安庆市桐城中学,省重点,公办,中学,安徽省桐城市公园路10号,0556-6121503,安徽省,安庆市,桐城市,
蚌埠新城实验学校,普通,公办,中学,蚌埠市蚌山区航苑路200号,,安徽省,蚌埠市,蚌山区,
亳州市第一中学,省重点,公办,中学,亳州市谯城区新华北路22号,,安徽省,亳州市,,
巢湖市第二中学,市重点,公办,中学,北京市东城区内务部街15号,010-65274375,北京市,北京市,东城区,
滁州市新航高中,,,,,,,,,
东至县第二中学,市重点,公办,中学,北京市东城区内务部街15号,010-65274375,北京市,北京市,东城区,
阜阳市成效中学,,,,,,,,,
合肥市第五十中学东校,省重点,公办,中学,安徽省合肥市蜀山区肥西路65号,0551-5113487,安徽省,合肥市,蜀山区,
马鞍山市成功学校,省重点,民办,中学,安徽省马鞍山市车站路18号,0555-2400797,安徽省,马鞍山市,,
马鞍山市第七中学,省重点,公办,中学,杭州市上城区解放路50号,85451987（校长室）  85452036（教务处）,浙江省,杭州市,上城区,
马鞍山市含山中学,,,,,,,,,
宁国中学,,,,,,,,,
濠江中学,,,,,,,,,
劳工子弟学校,,,,,,,,,
培道中学,,,,,,,,,
聖保祿學校,,,,,,,,,
北京交通大学附属中学,,,,,,,,,
北京市朝阳外国语学校,区重点,民办,中学,北京市朝阳区亚运村慧忠北里203号 （高中部）北京市朝阳区亚运村慧忠里232号（初中部）慧忠里206（小学部）,010-64885151,北京市,北京市,朝阳区,
北京市第九中学,区重点,公办,中学,北京市石景山区模式口大街16号,010-88753160,北京市,北京市,石景山区,
北京市第十九中学,区重点,公办,中学,北京市海淀区万泉河路83号,010-82518546,北京市,北京市,海淀区,
北京市一五九中学,区重点,公办,中学,北京市西城区王府仓胡同23号,010-66039705,北京市,北京市,西城区,
福鼎一中,省重点,公办,中学,福建省福州市福鼎城关西园路101号,0769-7852102,福建省,宁德市,福鼎市,
福建省福安市第一中学,市重点,公办,中学,高中部福建省福安市溪北洋新区学园路1号,0593-6382128,福建省,宁德市,福安市,
福建省福州第二中学,,,,,,,,,
福建省福州第十九中学,省重点,公办,中学,福建省福州庆城路16号,（0591）87553685,福建省,福州市,鼓楼区,
福建省南安国光中学,,,,,,,,,
福建省南平第一中学,省重点,公办,中学,福建省南平市紫云岗24号,0599－8853660/8849859,福建省,南平市,延平区,
福建省厦门第二中学,省重点,公办,中学,福建省厦门市鼓浪屿安海路14号,0592-2063730,福建省,厦门市,思明区,
福建省厦门第六中学,省重点,公办,中学,厦禾路344号,0592-2022678,福建省,厦门市,思明区,
福建省长乐市航城中学,,,,,,,,,
福建霞浦县第一中学,普通,公办,中学,福建省霞浦县松城镇六一七路361号　邮编:355100,,福建省,宁德市,霞浦县,
福清第一中学,省重点,公办,中学,福州市福清市融城较场路55号,0591—85222581.,福建省,福州市,福清市,
福州第八中学,省重点,公办,中学,福建省福州市八一七中路707号,（0591）83277032,福建省,福州市,台江区,
古田一中,普通,公办,中学,福建省宁德市古田县新城镇614路456号邮编：352200,0593-3882580,福建省,宁德市,古田县,
莆田第四中学,普通,公办,中学,荔城区拱辰办南郊村,0594-2381592,福建省,莆田市,荔城区,
泉州市惠安广海中学,区重点,私立,中学,福建惠安螺城惠泉南路,0595-87322801,福建省,泉州市,惠安县,
厦门实验中学,普通,公办,中学,厦门滨海西大道6666号,0592-7208266,福建省,厦门市,同安区,
厦门英才学校中学部,普通,私立,中学,厦门市杏林北三路63号,,福建省,厦门市,集美区,
同安一中,省重点,公办,中学,福建省厦门市同安区轮山路1号,0592-7229135,福建省,厦门市,同安区,
永春一中,县重点,公办,中学,福建省泉州市永春县,,福建省,泉州市,永春县,
永定一中,市重点,公办,中学,福建省龙岩市凤凰山麓,,福建省,龙岩市,永定县,
甘谷一中,,,,,,,,,
酒泉中学,省重点,公办,中学,甘肃省酒泉市肃州区西大街9号&n,0937-2614856 管理员邮箱：chengchr@sina.com 址：甘肃省酒泉市肃州区西大,甘肃省,酒泉市,肃州区,
兰州三十五中,,,,,,,,,
兰州市第六十一中学,,公办,中学,和平区湖南路16号,022-23396243,天津市,天津市,和平区,
兰州市第三十三中学,省重点,公办,中学,甘肃省兰州市城关区一只船南街2号,0931-8846809,甘肃省,兰州市,城关区,
兰州市第五十八中,省重点,公办,中学,甘肃省兰州市福利东路212号,0931-7557011,甘肃省,兰州市,西固区,
民勤县第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
宁县二中,普通,公办,中学,江西省九江市武宁县竹岭六区,0792-2781234,江西省,九江市,武宁县,
张掖市第二中学,市重点,公办,中学,北京市东城区内务部街15号,010-65274375,北京市,北京市,东城区,
镇原中学,,,,,,,,,
东莞市东莞外国语学校,普通,公办,中学,东莞市寮步横坑横塘路2号,0769-83301472,广东省,东莞市,寮步镇,
广州市广外附设外语学校,普通,民办,中学,广州市白云区广花一路599号,020-36246518,广东省,广州市,白云区,
汕头市金园实验中学,普通,民办,中学,广东省汕头市龙眼路16号,0754-88527832,广东省,汕头市,金平区,
汕头市龙湖实验中学,普通,民办,中学,广东省汕头市龙湖区23街区锦龙路,0754-88787020/88787022,广东省,汕头市,龙湖区,
珠海市第二中学,省重点,公办,中学,广东珠海市香洲人民东路65号,（0756）2227792,广东省,珠海市,香洲区,
桂林中学,省重点,公办,中学,解放西路58号,0773--2825101,广西,桂林市,,
柳州市第十五中学,省重点,公办,中学,山东省青岛市登州路22号乙,0532-82722107,山东省,青岛市,市北区,
北京师范大学贵阳附属中学,,,,,,,,,
毕节清华国中,,,,,,,,,
岑巩一中,,,,,,,,,
贵阳乐湾国际实验学校,,,,,,,,,
贵州省贵定县贵定中学,,,,,,,,,
贵州省黎平县第一民族中学,,,,,,,,,
贵州省瓮安中学,,,,,,,,,
剑河民族中学,,,,,,,,,
金沙县第一中学,普通,公办,中学,福建省三明市沙县城关文庙路５５号,0958-5699552,福建省,三明市,,
黔南布依族苗族自治州都匀第二中学,,,,,,,,,
清镇市第一中学,县重点,公办,中学,清镇市前进路303号,0851-2521228,贵州省,贵阳市,清镇市,
仁怀一中,,,,,,,,,
思南中学,省重点,公办,中学,贵州省思南县思唐镇文化街197号,0856-7225114,贵州省,铜仁地区,思南县,
习水县第五中学,市重点,公办,中学,北京市东城区细管胡同13号,010-64042971/64040729,北京市,北京市,东城区,
正安县第一中学,普通,公办,中学,贵州省遵义市正安县文化北路东100米,,贵州省,遵义市,正安县,
海南农垦中学,,,,,,,,,
海南省国兴中学,省重点,公办,中学,海南省府城镇海口城南路,0898－65904730,海南省,海口市,,
华中师大一附中屯昌思源实验中学,,,,,,,,,
沧州市第一中学,省重点,公办,中学,沧州市维明路16号,0317-3024846,河北省,沧州市,,
精英中学,普通,私立,中学,河北省石家庄市高新区学苑路25号,0311-85318577/87318108,河北省,石家庄市,高新区,
武安一中,省重点,公办,中学,河北省武安市公园东街89号,0310--5652756 5653134,河北省,邯郸市,,
张家口宣化一中,,,,,,,,,
河南省淮滨高圾中学,,,,,,,,,
濮阳市第一高级中学,省重点,公办,中学,河南省濮阳市益民路西段,0393-8996706,河南省,濮阳市,华龙区,
三门峡外国语高级中学,,,,,,,,,
睢县高级中学,,,,,,,,,
淅川县一高,,,,,,,,,
夏邑县高级中学,省重点,公办,中学,商丘市夏邑县县府路东段127号,0370-6222811,河南省,商丘市,夏邑县,
许昌市建安区第三高级中学,省重点,公办,中学,南京市白下区白下路117号,025-84506950  025-86642872,江苏省,南京市,白下区,
柘城第二高级中学,,,,,,,,,
郑州市第一0一中学,,,,,,,,,
郑州市京广实验学校,普通,民办,中学,河南省郑州市京广北路86号,0371--66980959   86601563,河南省,郑州市,二七区,
郑州市明新中学,,,,,,,,,
周口扶沟县高中,,,,,,,,,
阿城区第一中学,省重点,公办,中学,黑龙江省哈尔滨市阿城区延川大街1号,0451-53960666,黑龙江,哈尔滨市,阿城市,
大庆外国语学校,,,,,,,,,
富锦市第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
哈尔滨市第九中学校,省重点,公办,中学,黑龙江省哈尔滨市香坊区和平路165号,0451-82801485,黑龙江,哈尔滨市,香坊区,
哈尔滨市第一二二中学校,市重点,公办,中学,黑龙江省哈尔滨市香坊区旭升街308号,0451-87951002,黑龙江,哈尔滨市,香坊区,
哈尔滨顺迈学校,,,,,,,,,
黑河市第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
牡丹江市第二高级中学,省重点,公办,中学,浙江省温州市黄龙住宅区盛锦路2号,0577-88751622 88773576,浙江省,温州市,,
七台河市实验高级中学,省重点,公办,中学,广东省中山市东区东江路12号,76088331091,广东省,中山市,,
肇源县第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
湖北11中,,,,,,,,,
湖北省荆门市龙泉中学,省重点,公办,中学,荆门市海慧路38号,0724-2304308,湖北省,荆门市,,
湖北省实验中学,省重点,公办,中学,山西省太原市晋阳街201号,0351-7897022,山西省,太原市,小店区,
武汉市第六中学,省重点,公办,中学,武汉市江岸区球场路64号,027-82426932,湖北省,武汉市,江岸区,
武汉市第三中学,省重点,公办,中学,武汉市汉阳区拦江路150号,027-84842546,湖北省,武汉市,汉阳区,
郴州市第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
衡阳市成章实验中学,省重点,民办,中学,衡阳市雁峰区罗金桥6号即幼师隔壁,0734-8472778,湖南省,衡阳市,,
湖南省常德芷兰实验学校,,,,,,,,,
湖南省澧县第一中学,普通,公办,中学,湖南澧县梨园,0736－3242489 3242485,湖南省,常德市,澧　县,
湖南师大第二附属中学,,,,,,,,,
耒阳市二中,,,,,,,,,
澧县澧阳中学,,,,,,,,,
桃源县第一中学,省重点,公办,中学,湖南省桃源县漳江镇环城路天子岗,0736-6623233,湖南省,常德市,桃源县,
湘西州民族中学,,,,,,,,,
湘一芙蓉中学,区重点,公办,中学,湖南省长沙市芙蓉区五一大道502号,0731--89717118,湖南省,长沙市,芙蓉区,
永州四中,省重点,公办,中学,永州市冷水滩区西区路166号,,湖南省,永州市,冷水滩区,
长沙市周南中学,省重点,公办,中学,湖南省长沙市芙蓉北路开福区北正街291号,0731-4310894　4314336,湖南省,长沙市,开福区,
白城一中,,,,,,,,,
吉化第一高级中学校,省重点,公办,中学,吉林省吉林市龙潭区武汉路25号,0432－63968098,吉林省,吉林市,龙潭区,
吉林省第二实验学校,省重点,公办,中学,吉林省长春市人民大街6465号,0431-85382946 0431-85384408,吉林省,长春市,,
集安市第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
蛟河市第一中学校,省重点,公办,中学,四川省成都市新都区如意大道50号,（028）83975830 　83015181 15908146139,四川省,成都市,新都区,
梅河口市第五中学,市重点,公办,中学,北京市东城区细管胡同13号,010-64042971/64040729,北京市,北京市,东城区,
松原市实验高级中学,省重点,公办,中学,吉林省松原市宁江区长宁南街358号,0438—5082988,吉林省,松原市,宁江区,
通化市第一中学校,省重点,公办,中学,四川省成都市新都区如意大道50号,（028）83975830 　83015181 15908146139,四川省,成都市,新都区,
长春市第二中学,省重点,公办,中学,吉林省长春市朝阳区清和街38号,0431-88524768,吉林省,长春市,朝阳区,
常州市第二中学,省重点,公办,中学,江苏省常州市西横街28号,,江苏省,常州市,,
常州市戚墅堰高级中学,,,,,,,,,
常州市武进区湖塘实验中学,市重点,私立,中学,武进区定安东路18号,,江苏省,常州市,,
常州市武进区前黄实验学校,普通,民办,中学,江苏省常州市武进区前黄镇新园路14号,（0519）68881503,江苏省,常州市,武进区,
江苏省宝应中学,省重点,公办,中学,江苏省扬州市宝应县白田南路1号,0514-88266789,江苏省,扬州市,宝应县,
江苏省滨海中学,普通,公办,中学,广东省汕头市濠江区滨海街道钱塘居委北侧（河浦大道和安海路交界处）,0754-7871146,广东省,汕头市,濠江区,
江苏省大港中学,普通,公办,中学,大港镇浦港路西首,021-57853591,上海市,上海市,松江区,
江苏省东台中学,省重点,公办,中学,盐城市东台市东城大道1号,0515-85318300,江苏省,盐城市,东台市,
江苏省赣榆高级中学,省重点,公办,中学,连云港市赣榆区金海路23号,0518-86227006,江苏省,连云港市,赣榆县,
江苏省高邮中学,,,,,,,,,
江苏省海州高级中学,,,,,,,,,
江苏省邗江中学,省重点,公办,中学,江苏省扬州市百祥路148号,0514-87983630,江苏省,扬州市,邗江区,
江苏省昆山中学,省重点,公办,中学,江苏省昆山市玉山镇西塘街26号,0512-57591578  0512-57591550,江苏省,苏州市,昆山市,
江苏省南通中学,省重点,公办,中学,江苏省南通市中学堂街9号,0513-85510927   0513-85129225,江苏省,南通市,,
江苏省前黄高级中学,省重点,公办,中学,江苏省常州市湖塘镇广电东路2号,,江苏省,常州市,,
江苏省射阳中学,省重点,公办,中学,盐城市射阳县合德镇幸福大道28号,0515-82353279,江苏省,盐城市,射阳县,
江苏省沐阳高级中学,市重点,公办,中学,江苏省沭阳县学府中路1号,0527-83582838,江苏省,宿迁市,沭阳县,
江苏省泗阳致远中学,普通,民办,中学,泗阳县繁荣北路1号（老校区），泗阳县上海路60号（新校区）,0527-88331092,江苏省,宿迁市,泗阳县,
江苏省苏州第十中学,省重点,公办,中学,江苏省苏州市带城桥下塘18号,0512-65222275,江苏省,苏州市,沧浪区,
江苏省太仓高级中学,省重点,公办,中学,江苏省太仓市城厢镇健雄路11号,0512-53543162,江苏省,苏州市,太仓市,
江苏省泰兴中学,省重点,公办,中学,江苏省泰兴市龙河路168号,0523-87622031,江苏省,泰州市,泰兴市,
江苏省兴化中学,省重点,公办,中学,泰州市兴化市九顷北路6号,0523-83217000,江苏省,泰州市,兴化市,
江苏省镇江中学,普通,公办,中学,镇江市润州区坡岗路镇江国投商务广场西北侧,,江苏省,镇江市,润州区,
南京市第二十九中学,省重点,公办,中学,南京市鼓楼区蓝天园23号,025-86267866,江苏省,南京市,鼓楼区,
徐州市第三中学,省重点,公办,中学,徐州市民主北路47号,0516-83759226,江苏省,徐州市,鼓楼区,
徐州市第一中学,省重点,公办,中学,江苏省徐州市夹河前街26号,0516-85885002,江苏省,徐州市,云龙区,
盐城市大丰区买验初级中学,,,,,,,,,
张家港市外国语学校,普通,民办,中学,苏州市张家港市暨阳东路256号,0512-58285703,江苏省,苏州市,张家港市,
赣州市文清外国语学校,,,,,,,,,
广丰中学,市重点,公办,中学,无锡市广瑞路1181号,0510-82442930,江苏省,无锡市,梁溪区,
贵溪市第一中学,普通,公办,中学,贵溪市南街85号,0701-3771040,江西省,鹰潭市,贵溪市,
吉安市吉水中学,普通,公办,中学,吉水县城南开发区文山大道东侧,,江西省,吉安市,吉水县,
江西省广昌县第一中学,省重点,公办,中学,江西省抚州市广昌县,0794—3622483,江西省,抚州市,广昌县,
江西省广丰贞白中学,普通,公办,中学,上饶市广丰区迎宾大道66号,,江西省,上饶市,广丰县,
江西省南康中学,省重点,公办,中学,泰康西路53号,0797-6612492,江西省,赣州市,南康市,
江西省修水县第一中学,普通,公办,中学,江西省九江市修水县凤凰山路67号,,江西省,九江市,修水县,
江西省于都中学,普通,公办,中学,江西省赣州市于都县贡江镇文教路38号,0797-6218992,江西省,赣州市,于都县,
临川二中,普通,公办,中学,临川区上顿渡龙津路67号,0794-8441448,江西省,抚州市,临川区,
南昌市第三中学,省重点,公办,中学,初中部-南昌市民德路 高中部-南昌市二七北路  南昌市青山湖大道342号,"0791-666666　	 0791-88553266",江西省,南昌市,东湖区,
鄱阳中学,普通,公办,中学,江西省上饶市鄱阳县高门　电话：0793-6282319,0793-6282319,江西省,上饶市,鄱阳县,
石城中学,,,,,,,,,
新余市第四中学,市重点,公办,中学,江西省新余市北湖西路328号,0790-6361179,江西省,新余市,,
信丰中学,市重点,公办,中学,信丰县嘉定镇城西路19号,0797-3319553,江西省,赣州市,信丰县,
兴国平川中学,,,,,,,,,
宜丰中学,普通,公办,中学,江西省宜春市宜丰县城西路1号　联系电话：0795—2782527　,0795—2782527　,江西省,宜春市,宜丰县,
永丰县永丰中学,省重点,公办,中学,江西省吉安市永丰县,,江西省,吉安市,永丰县,
鞍山市新元高级中学,,,,,,,,,
本溪市第十二中学,省重点,公办,中学,南京市下关区中山北路408号,025-58805530  025-58802688,江苏省,南京市,下关区,
大连海湾高中,,,,,,,,,
大连市第八十中学,市重点,公办,中学,辽宁省大连市甘井子区东纬路9号,0411-86667676,辽宁省,大连市,甘井子区,
大连市第四十八中学,省重点,公办,中学,辽宁省大连市沙河口区解放广场2号,0411-84644753,辽宁省,大连市,沙河口区,
大连育文中学,市重点,民办,中学,辽宁省大连市甘井子区虹雨路171号,0411-39973126转8100,辽宁省,大连市,甘井子区,
大石桥市高级中学,省重点,公办,中学,浙江省杭州市下城区凤起路238号,0571-85155827 / 85155951 / 85179872,浙江省,杭州市,下城区,
抚顺二中,,,,,,,,,
锦州中学,,,,,,,,,
沈阳市第二中学,省重点,公办,中学,辽宁省沈阳市五爱街6号/沈北新区沈北路198号（高中部）,024-23900198  024-88086561,辽宁省,沈阳市,沈河区,
沈阳市第一中学,省重点,公办,中学,辽宁省沈阳市大东区航空路11号,024-24830695,辽宁省,沈阳市,大东区,
营口开发区第一高级中学,市重点,公办,中学,湛江市海滨大道中26号,0759-3271036,广东省,湛江市,廉江市,
巴彦淖尔市一中学,,,,,,,,,
包头第一中学,市重点,公办,中学,内蒙古包头市东河区环城路37号,0472-4143088,内蒙古,包头市,东河区,
达拉特旗第一中学,,,,,,,,,
高新二中,,,,,,,,,
临河一中,,,,,,,,,
通辽市开鲁县第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
乌兰浩特四中,,,,,,,,,
锡盟二中,普通,公办,中学,锡林浩特市阿巴哈纳尔街查干淖尔社区22组88号,,内蒙古,锡林郭勒盟,锡林浩特市,
固原二中,,,,,,,,,
贺兰一中,市重点,公办,中学,宁夏回族自治区银川市贺兰县,,宁夏,银川市,贺兰县,
青铜峡市第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
银川二十四中,,,,,,,,,
银川九中,,,,,,,,,
中宁中学,,,,,,,,,
中卫一中,市重点,公办,中学,宁夏中卫市沙坡头区中央大道,0955-7012582,宁夏,中卫市,,
青海省格尔木市第七中学,省重点,公办,中学,杭州市上城区解放路50号,85451987（校长室）  85452036（教务处）,浙江省,杭州市,上城区,
青海省海东市第二中学,省重点,公办,中学,青海省平安县平安大道,0972-8610906,青海省,海东地区,平安县,
青海省海东市民和区第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
青海省西宁市第五中学,普通,公办,中学,青海省西宁市城中区南大街43号,0971－8246140、8248001,青海省,西宁市,城中区,
青海油田第一中学,省重点,公办,中学,河南省濮阳市华龙区辽原路1号,0393-4822372,河南省,濮阳市,华龙区,
茌平二中,,,,,,,,,
东营市胜利第二中学,,,,,,,,,
高唐县第一中学,县重点,公办,中学,河北省保定市唐县,,河北省,保定市,唐　县,
即墨一中,普通,公办,中学,即墨市文化路87号,0532-86658200,山东省,青岛市,即墨区,
济南市历城第一中学,普通,公办,中学,山东省济南市历城区仲宫镇,0531-82991029  82808800   82808811,山东省,济南市,历城区,
济南一中,市重点,公办,中学,山东省济南市历城区二环东路999号,0531-88635858,山东省,济南市,历城区,
莱阳市第一中学,省重点,公办,中学,山东省烟台市莱阳市旌阳路25号,0535-7212748,山东省,烟台市,莱阳市,
临沂国际学校,,,,,,,,,
临邑第一中学,,,,,,,,,
青岛市城阳第一高级中学,省重点,公办,中学,青岛市城阳区流亭立交桥西侧,0532-84717850,山东省,青岛市,城阳区,
曲阜师范大学附属中学,省重点,公办,中学,山东省济宁市曲阜市静轩西路57号,0537-4454900,山东省,济宁市,曲阜市,
日照实验高中,,,,,,,,,
山东大学附属中学,省重点,公办,中学,山东省济南市历城区洪家楼北路177号,0531-88377096,山东省,济南市,历城区,
山东省胶州市第一中学,普通,公办,中学,山东省青岛市胶州市常州路668号,,山东省,青岛市,胶州市,
山东省鄄城县第一中学,市重点,公办,中学,山东省菏泽市鄄城县人民街51号,15964651689,山东省,荷泽市,鄄城县,
山东省青岛第二十六中学,省重点,公办,中学,山东省青岛市市南区京山路18号,0532-83832324,山东省,青岛市,市南区,
山东省青岛第三十九中学,普通,公办,中学,山东省青岛市市南区登州路5号,0532-82719485,山东省,青岛市,市南区,
山东省青岛第五十九中学,,,,,,,,,
山东省青岛第五十三中学,,,,,,,,,
山东省青岛第一中学,省重点,公办,中学,山东省青岛市市南区单县路46号,0532-82682284,山东省,青岛市,市南区,
山东省青岛实验初级中学,,,,,,,,,
山东省五莲县第二中学,市重点,公办,中学,北京市东城区内务部街15号,010-65274375,北京市,北京市,东城区,
山东省沂南县第二中学,市重点,公办,中学,北京市东城区内务部街15号,010-65274375,北京市,北京市,东城区,
山东省枣庄市第三中学,省重点,公办,中学,山东省枣庄市解放中路26号,0632-3310101,山东省,枣庄市,市中区,
山东省淄博第一中学,省重点,公办,中学,山东省淄博市博山区青年路5号,0533-4260420,山东省,淄博市,博山区,
寿光渤海实验学校,,,,,,,,,
潍坊（上海）新纪元学校,,,,,,,,,
潍坊高新技术产业开发区东明学校,普通,公办,中学,潍坊高新区北宫东街,,山东省,潍坊市,,
烟台青华中学,,,,,,,,,
兖州东方中学,普通,私立,中学,山东省青岛市市北区同兴路22号,0532-85617388,山东省,青岛市,市北区,
禹城市第一中学,市重点,公办,中学,德州市禹城市文化街855号,,山东省,德州市,禹城市,
大同煤矿第一中学校,,,,,,,,,
高平市第一中学校,省重点,公办,中学,四川省成都市新都区如意大道50号,（028）83975830 　83015181 15908146139,四川省,成都市,新都区,
晋城市第二中学校,普通,公办,中学,山西省晋城市西大街611号,,山西省,晋城市,,
朔州市城区一中,,,,,,,,,
太原市第二外国语学校,省重点,公办,中学,浙江省温州市瓯海区南白象街道南湖路,0577-85701188　0577-85701567,浙江省,温州市,瓯海区,
太原市第五十六中学校,普通,公办,中学,上海市杨浦区延吉六村16号,021-65482388,上海市,上海市,杨浦区,
太原市外国语中学,省重点,公办,中学,山西省太原市漪汾苑槐荫苑17号,0351-5631258,山西省,太原市,万柏林区,
孝义中学,,,,,,,,,
阳泉十一中,,,,,,,,,
运城中学,,,,,,,,,
渭南市瑞泉中学,,,,,,,,,
西安市第八十三中学,省重点,公办,中学,西安市咸宁中路151号,029-82160823,陕西省,西安市,,
西安市第六中学,市重点,公办,中学,陕西省西安市碑林区五味什字31号,029-87612673,陕西省,西安市,碑林区,
西安市曲江第一中学,市重点,公办,中学,广东省韶关市曲江区马坝镇环山北路33号,0751-6667982,广东省,韶关市,曲江区,
西安市长安区第一中学,省重点,公办,中学,西安市长安区韦曲街办西四府村甲字2号,029—85991591 029—85999105,陕西省,西安市,长安区,
西安思源中学,普通,民办,中学,陕西省西安市灞桥区东郊水安路26号,029-82616688,陕西省,西安市,灞桥区,
建平中学,市重点,公办,中学,上海市浦东区东方路420号,021-58310316,上海市,上海市,浦东新区,
上海民办华二初级中学,,,,,,,,,
上海市卢湾中学,市重点,公办,中学,上海市卢湾区斜土路855号,021-63019559,上海市,上海市,黄浦区,
上海市市北初级中学,区重点,公办,中学,上海市闸北区西藏北路803号,021-56987118,上海市,上海市,静安区,
上海市昊淞中学,,,,,,,,,
上海市洋泾-菊园实验学校,,,,,,,,,
成都棠湖外国语学校,省重点,私立,中学,成都双流航空港经济开发区临港路三段9号,028-85805900  85805900,四川省,成都市,双流区,
电子科技大学实验中学,省重点,公办,中学,成都市高新西区西源大道天骄路333号,028 - 61830603 61830604 61830605,四川省,成都市,高新区,
绵阳外国语学校,省重点,公办,中学,四川省绵阳市普北路东段568号,0816-2538195,四川省,绵阳市,,
射洪外国语学校,,,,,,,,,
四川省成都市中和中学,市重点,公办,中学,四川省双流县中和镇新中街100号,028-85651147,四川省,成都市,双流区,
四川省德阳市第五中学,市重点,公办,中学,北京市东城区细管胡同13号,010-64042971/64040729,北京市,北京市,东城区,
四川省内江市第六中学,省重点,公办,中学,四川省内江市东兴区西林街道太白路79号,（0832）2272181,四川省,内江市,,
四川师范大学附属中学,省重点,公办,中学,,028-84760193,四川省,成都市,锦江区,
第一百中学,市重点,公办,中学,天津市东丽区先锋路跃进路73号,022-84933657,天津市,天津市,东丽区,
华北油田第三中学,,,,,,,,,
蓟州一中,,,,,,,,,
南开大学附属中学,市重点,公办,中学,天津市南开区三潭路165号,022-60264355,天津市,天津市,南开区,
天津市滨海新区大港第一中学,市重点,公办,中学,天津市大港区世纪大道东288号,022- 25993012,天津市,天津市,大港区,
天津市第四十七中学,市重点,公办,中学,天津市北辰区京津公路富锦道南,022-26918835  022-26918802,天津市,天津市,北辰区,
天津市咸水沽第一中学,,,,,,,,,
天津益中学校,,,,,,,,,
王庆坨中学,,,,,,,,,
拉萨阿里高中,,,,,,,,,
日喀则市第一高级中学,市重点,公办,中学,西藏自治区日喀则地区山东路23号,0892-8822415,西藏,日喀则地区,,
日喀则市三高,,,,,,,,,
山南市一高,,,,,,,,,
西格办中学,,,,,,,,,
拔萃男書院,,,,,,,,,
聖公會莫壽増會督中舉,,,,,,,,,
英垂女舉校,,,,,,,,,
